date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,city
1607540400,3,507.36,0,7.88,47.92,2.3,22.76,25.03,1.63,Hassan
1607544000,4,494,0,7.45,46.49,2.41,26.85,29.26,1.62,Hassan
1607547600,4,467.3,0,6.6,46.49,2.47,26.66,29.15,1.68,Hassan
1607551200,4,440.6,0,5.57,47.21,2.44,27.42,29.99,1.65,Hassan
1607554800,4,423.91,0,4.88,46.49,2.41,30.79,33.6,1.62,Hassan
1607558400,4,413.9,0,4.37,47.21,2.47,34.98,38.02,1.52,Hassan
1607562000,4,410.56,0,4.37,48.64,2.68,38.32,41.94,1.58,Hassan
1607565600,4,410.56,0.05,5.18,49.35,3.1,40.4,44.95,1.66,Hassan
1607569200,4,413.9,0.59,5.57,54.36,3.61,44.62,50.24,1.5,Hassan
1607572800,4,377.18,0.69,4.24,65.8,3.46,41.65,47.22,1.16,Hassan
1607576400,4,343.8,0.48,3.26,75.82,3.1,39.71,45.13,1.3,Hassan
1607580000,4,327.11,0.31,2.7,82.25,2.89,39.49,44.93,1.6,Hassan
1607583600,4,283.72,0.22,1.52,79.39,1.76,25.52,29.05,1.38,Hassan
1607587200,2,263.69,0.16,1.14,77.25,1.19,18.51,21.07,1.35,Hassan
1607590800,2,253.68,0.15,1.1,79.39,1.01,17.12,19.45,1.52,Hassan
1607594400,2,267.03,0.44,2.25,83.69,1.07,18.4,21.05,2.88,Hassan
1607598000,3,300.41,0.8,5.31,87.26,1.33,21.85,25.27,4.88,Hassan
1607601600,3,347.14,0.64,11.14,82.25,1.59,24.9,29.11,6.59,Hassan
1607605200,4,393.87,0.02,16.79,71.53,1.85,27.45,32.54,8.11,Hassan
1607608800,4,433.92,0,17.82,65.09,2.06,29.66,35.7,9.25,Hassan
1607612400,4,453.95,0,17.65,60.08,2.21,31.49,38.4,9.25,Hassan
1607616000,4,453.95,0,16.79,57.22,2.38,32.74,40.08,8.23,Hassan
1607619600,4,453.95,0,15.59,53.64,2.8,33.26,40.67,6.33,Hassan
1607623200,4,440.6,0,14.22,50.07,2.98,33.69,40.89,4.5,Hassan
1607626800,4,423.91,0,12.34,43.99,2.44,34.49,41.33,3.42,Hassan
1607630400,4,420.57,0,10.8,36.12,1.86,35.96,43.03,3.48,Hassan
1607634000,4,417.23,0,9.17,30.76,1.61,37.93,45.43,3.93,Hassan
1607637600,4,410.56,0,7.71,27.9,1.55,40.48,48.42,4.18,Hassan
1607641200,4,403.88,0,6.6,27.9,1.58,43.32,51.64,3.77,Hassan
1607644800,4,403.88,0,6.26,28.25,1.59,47.2,56.01,3.33,Hassan
1607648400,5,417.23,0.01,7.2,27.18,1.61,50.7,60.4,3.07,Hassan
1607652000,5,460.63,0.23,9.94,24.32,1.83,53.39,64.54,3.04,Hassan
1607655600,5,487.33,2.07,9.85,30.4,2.3,57.12,69.37,2.95,Hassan
1607659200,5,447.27,1.47,6.26,65.8,4.11,66.55,79.21,1.98,Hassan
1607662800,5,460.63,1.05,4.8,91.55,4.53,76.72,89.99,2.47,Hassan
1607666400,5,480.65,0.5,2.96,120.16,4.59,88.98,102.58,2.88,Hassan
1607670000,5,367.17,0.21,1.36,118.73,3.49,66.36,75.15,1.39,Hassan
1607673600,5,320.44,0.16,1.1,114.44,2.53,52,58.26,1.31,Hassan
1607677200,4,303.75,0.16,1.13,113.01,2.12,46.23,51.45,1.36,Hassan
1607680800,4,317.1,0.41,3.09,110.15,2.03,45.49,50.65,2.98,Hassan
1607684400,4,357.15,0.74,7.11,107.29,2.09,47.6,53.22,5.45,Hassan
1607688000,4,400.54,0.57,13.88,95.84,2.09,46.85,52.73,7.47,Hassan
1607691600,4,440.6,0.02,20.05,77.25,2.12,43.66,49.81,9.25,Hassan
1607695200,4,460.63,0,20.56,63.66,2.24,40.84,47.53,10.64,Hassan
1607698800,4,473.98,0,19.54,55.79,2.27,39.05,46.36,11.53,Hassan
1607702400,4,480.65,0,17.99,50.78,2.27,38.28,46.13,12.16,Hassan
1607706000,4,487.33,0,16.79,47.92,2.24,40.34,48.84,12.03,Hassan
1607709600,4,507.36,0,16.62,46.49,2.03,45.66,54.58,11.02,Hassan
1607713200,5,540.73,0,15.77,45.78,2.06,57.67,66.6,8.61,Hassan
1607716800,5,627.52,0,15.08,45.78,2.56,81.17,90.45,5.7,Hassan
1607720400,5,687.6,0,13.88,45.42,2.62,101.36,110.56,3.77,Hassan
1607724000,5,634.19,0,10.88,45.06,2.06,102.88,111.53,2.91,Hassan
1607727600,5,560.76,0,8.31,41.84,1.54,96.62,104.83,2.95,Hassan
1607731200,5,500.68,0,6.77,38.27,1.3,91.49,99.71,3.23,Hassan
1607734800,5,473.98,0,6.94,35.05,1.31,87.45,96.02,3.33,Hassan
1607738400,5,467.3,0.1,8.82,35.05,1.52,83.7,92.77,2.82,Hassan
1607742000,5,447.27,1.1,8.23,45.42,1.67,80.2,89.07,2.15,Hassan
1607745600,5,373.84,0.86,4.37,75.82,1.59,75.77,83.13,0.63,Hassan
1607749200,5,363.83,0.7,3.34,90.12,1.51,74.53,81.49,1.19,Hassan
1607752800,5,360.49,0.42,2.27,105.86,1.48,74.69,81.47,1.57,Hassan
1607756400,5,287.06,0.16,1.11,105.86,1.21,56.13,60.47,0.5,Hassan
1607760000,4,257.02,0.11,0.96,103,1.04,45.06,48.27,0.52,Hassan
1607763600,4,243.66,0.09,1.03,101.57,0.93,39.71,42.49,0.78,Hassan
1607767200,4,257.02,0.23,3,95.84,1.01,37.27,40.23,2.85,Hassan
1607770800,4,290.39,0.48,6.43,90.12,1.18,36.65,40.16,5.76,Hassan
1607774400,4,327.11,0.4,11.31,83.69,1.31,35.17,39.18,7.98,Hassan
1607778000,4,417.23,0.04,21.94,55.79,1.67,35.19,40.71,11.4,Hassan
1607781600,4,527.38,0.01,30.16,29.68,2.15,38.26,46.4,14.44,Hassan
1607785200,4,620.84,0.13,34.27,14.48,2.53,43.24,54.28,16.97,Hassan
1607788800,4,707.63,0.55,35.99,6.26,2.74,48.79,62.29,18.75,Hassan
1607792400,5,754.36,1.75,31.87,1.86,2.41,53.83,68.41,14.19,Hassan
1607796000,5,761.03,2.91,24.68,0.93,1.64,57.18,70.14,8.87,Hassan
1607799600,5,694.28,1.96,18.51,1.65,0.86,56.79,63.71,6.27,Hassan
1607803200,5,640.87,0.92,14.05,2.3,0.59,55.11,58.58,5.45,Hassan
1607806800,5,614.17,0.46,12,3.89,0.55,54.79,57.06,5.76,Hassan
1607810400,5,534.06,0.01,10.28,16.81,0.63,50.7,52.57,5.32,Hassan
1607814000,4,514.03,0.01,9.17,18.95,0.6,49.54,51.44,5.07,Hassan
1607817600,5,514.03,0.01,8.82,21.64,0.66,50.81,53.08,4.94,Hassan
1607821200,5,527.38,0.02,9.94,25.03,1.01,56.64,60.21,4.75,Hassan
1607824800,5,540.73,0.11,12.17,27.54,1.58,62.03,67.69,4.02,Hassan
1607828400,5,527.38,1.13,12,34.33,1.94,62.98,69.47,3.64,Hassan
1607832000,5,377.18,0.73,4.76,70.81,1.94,53.51,58.34,2,Hassan
1607835600,5,377.18,0.69,3.73,84.4,1.83,56.13,61.3,2.44,Hassan
1607839200,5,390.53,0.42,2.49,104.43,1.79,62.22,67.75,2.79,Hassan
1607842800,4,323.77,0.12,1.34,111.58,1.46,49.83,53.63,1.96,Hassan
1607846400,4,293.73,0.09,1.2,110.15,1.3,42.5,45.49,1.84,Hassan
1607850000,4,287.06,0.07,1.19,110.15,1.25,41.42,44.27,1.95,Hassan
1607853600,4,303.75,0.15,3.04,104.43,1.34,43.21,46.47,3.61,Hassan
1607857200,4,340.46,0.2,6.68,97.28,1.46,46.17,50.18,6.21,Hassan
1607860800,4,383.85,0.11,11.31,88.69,1.57,48.65,53.38,8.36,Hassan
1607864400,5,433.92,0.01,16.11,74.39,1.7,50.85,56.55,10.51,Hassan
1607868000,5,480.65,0,19.02,57.94,1.86,53.05,59.95,12.03,Hassan
1607871600,5,527.38,0,20.91,45.06,1.94,56.03,64.34,13.05,Hassan
1607875200,5,607.49,0.01,24.68,29.68,1.89,60.65,71.07,12.79,Hassan
1607878800,5,700.95,0.13,27.76,14.13,1.76,66.18,78.79,9.37,Hassan
1607882400,5,761.03,0.5,27.42,5.81,1.37,70.22,83.73,7.03,Hassan
1607886000,5,767.71,0.66,24.68,4.02,0.93,70.18,82.22,6.4,Hassan
1607889600,5,761.03,0.63,22.28,3.84,0.77,70.24,81.18,5.51,Hassan
1607893200,5,727.65,0.28,19.54,7.33,0.71,72.13,82.32,4.62,Hassan
1607896800,5,600.82,0,14.05,22.35,0.95,70.61,79.06,3.99,Hassan
1607900400,5,540.73,0,10.45,25.03,0.91,67.87,75.68,3.48,Hassan
1607904000,5,500.68,0,8.23,27.18,0.88,64.85,72.05,3.29,Hassan
1607907600,5,467.3,0.01,7.71,28.61,1,61.96,68.99,3.17,Hassan
1607911200,5,473.98,0.14,9.77,29.33,1.33,59.89,67.35,2.91,Hassan
1607914800,5,467.3,1.48,9.77,38.62,1.61,57.85,65.45,2.69,Hassan
1607918400,5,383.85,0.99,4.8,68.67,1.89,53.58,60.07,1.87,Hassan
1607922000,5,383.85,0.8,3.68,85.12,2.09,55.54,62.33,2.31,Hassan
1607925600,5,383.85,0.43,2.42,104.43,2.15,58.93,65.94,2.34,Hassan
1607929200,4,313.76,0.19,1.09,105.86,1.54,45.93,50.47,1.84,Hassan
1607932800,4,283.72,0.15,0.88,104.43,1.18,39.26,42.75,1.73,Hassan
1607936400,4,273.71,0.15,0.93,105.86,1.06,37.19,40.48,1.87,Hassan
1607940000,4,287.06,0.36,2.38,104.43,1.16,36.43,40.03,3.26,Hassan
1607943600,4,317.1,0.64,5.36,104.43,1.37,37.14,41.41,5.38,Hassan
1607947200,4,357.15,0.5,10.63,94.41,1.57,37.58,42.52,7.09,Hassan
1607950800,4,407.22,0.02,16.45,77.25,1.8,39.77,45.71,8.74,Hassan
1607954400,4,467.3,0,19.02,62.94,2.03,44.35,52,10.51,Hassan
1607958000,4,527.38,0,20.22,54.36,2.15,49.39,58.85,11.02,Hassan
1607961600,5,574.11,0,20.91,47.92,2.06,54.03,64.94,8.99,Hassan
1607965200,5,600.82,0,20.05,48.64,1.88,58,69.41,7.22,Hassan
1607968800,5,600.82,0,17.99,52.93,1.8,60.82,71.5,5.64,Hassan
1607972400,5,600.82,0,16.11,53.64,2.3,62.42,71.96,4.37,Hassan
1607976000,5,594.14,0,13.88,47.92,2.56,62.14,70.7,3.61,Hassan
1607979600,5,567.44,0,11.31,42.2,2.24,59.52,67.32,3.33,Hassan
1607983200,5,527.38,0,8.91,40.05,1.88,55.55,62.81,3.29,Hassan
1607986800,5,487.33,0,7.37,38.62,1.67,52.55,59.62,3.42,Hassan
1607990400,5,473.98,0,6.86,36.48,1.59,51.62,58.73,3.58,Hassan
1607994000,5,467.3,0.01,7.88,33.98,1.74,51.39,59,3.58,Hassan
1607997600,5,494,0.17,10.97,32.19,2.15,51.93,60.37,3.01,Hassan
1608001200,5,494,1.51,10.37,41.13,2.71,52.13,60.44,2.38,Hassan
1608004800,4,373.84,0.75,4.54,75.82,3.16,43.47,49.33,1.57,Hassan
1608008400,4,343.8,0.46,2.96,86.55,2.41,38.76,43.81,1.84,Hassan
1608012000,4,327.11,0.25,1.93,94.41,2.21,35.81,40.28,2.15,Hassan
1608015600,4,297.07,0.18,1.17,100.14,1.97,30.24,33.49,1.85,Hassan
1608019200,4,283.72,0.15,0.99,104.43,1.91,27.31,29.79,1.76,Hassan
1608022800,4,283.72,0.16,1.07,111.58,1.88,27.06,29.32,1.85,Hassan
1608026400,4,297.07,0.3,1.95,117.3,1.7,27.93,30.34,2.76,Hassan
1608030000,4,320.44,0.46,3.81,120.16,1.65,29.78,32.62,4.24,Hassan
1608033600,4,343.8,0.4,7.28,117.3,1.77,31.23,34.55,5.64,Hassan
1608037200,4,400.54,0.01,14.22,95.84,2.12,33.97,38.47,8.11,Hassan
1608040800,4,467.3,0,19.19,75.1,2.44,38.17,44.53,10.89,Hassan
1608044400,4,507.36,0,20.39,61.51,2.53,42.43,50.53,12.54,Hassan
1608048000,4,534.06,0,19.54,52.21,2.41,46.33,55.64,13.17,Hassan
1608051600,4,534.06,0,17.82,46.49,2.27,49.8,59.56,12.54,Hassan
1608055200,5,520.71,0,15.77,43.27,2,52.6,61.9,11.15,Hassan
1608058800,5,514.03,0,12.68,46.49,2.35,60.09,67.63,7.28,Hassan
1608062400,5,580.79,0,13.02,41.13,2.41,70.07,77.18,4.56,Hassan
1608066000,5,620.84,0,11.65,40.41,2.18,79.04,85.79,2.76,Hassan
1608069600,5,614.17,0,9,43.63,1.86,86.78,93.41,2.01,Hassan
1608073200,5,594.14,0,7.03,47.21,1.7,91.28,98.02,1.74,Hassan
1608076800,5,574.11,0,5.91,50.78,1.67,88.05,94.42,1.55,Hassan
1608080400,5,547.41,0,5.36,55.79,1.73,74.4,80.05,1.58,Hassan
1608084000,5,527.38,0.01,5.83,58.65,1.91,58.3,63.39,1.87,Hassan
1608087600,4,514.03,0.34,6.6,59.37,2.12,47.8,52.48,1.98,Hassan
1608091200,4,467.3,0.67,5.1,64.37,2.15,37.66,41.68,2.01,Hassan
1608094800,4,417.23,0.59,3.73,72.24,2.24,31.57,35.23,2.28,Hassan
1608098400,4,387.19,0.49,2.96,81.54,2.3,29.51,33.09,2.53,Hassan
1608102000,2,297.07,0.24,1.74,77.25,1.51,18.02,20.24,1.79,Hassan
1608105600,2,260.35,0.18,1.67,71.53,1.12,12.26,13.85,1.6,Hassan
1608109200,1,260.35,0.15,2.14,68.67,1.1,9.93,11.36,1.68,Hassan
1608112800,1,263.69,0.13,2.64,67.95,1.21,8.75,10.2,1.93,Hassan
1608116400,1,270.37,0.08,3.47,67.95,1.34,8.42,10,2.44,Hassan
1608120000,1,280.38,0.03,4.37,67.95,1.45,8.22,9.93,2.91,Hassan
1608123600,1,300.41,0,6.26,65.09,1.57,8.87,11.04,4.05,Hassan
1608127200,2,323.77,0,7.54,60.8,1.65,10.27,13.12,5.19,Hassan
1608130800,2,347.14,0,8.23,55.79,1.71,12.05,15.58,5.45,Hassan
1608134400,2,380.52,0,9.25,50.78,1.8,13.31,17.12,5,Hassan
1608138000,2,413.9,0,10.11,46.49,1.85,12.39,15.75,4.24,Hassan
1608141600,2,440.6,0,10.37,43.63,1.74,10.68,13.27,3.52,Hassan
1608145200,1,467.3,0,9.6,42.2,1.51,9.74,11.69,2.91,Hassan
1608148800,2,473.98,0,8.14,41.84,1.27,10.28,12,2.63,Hassan
1608152400,2,473.98,0,6.6,41.84,1.09,11,12.68,2.47,Hassan
1608156000,2,473.98,0,5.4,41.84,0.97,10.75,12.34,2.44,Hassan
1608159600,2,460.63,0,4.58,42.56,0.89,10.2,11.77,2.41,Hassan
1608163200,1,453.95,0,4.03,43.63,0.83,9.74,11.29,2.34,Hassan
1608166800,1,447.27,0,3.64,47.21,0.78,8.63,10.13,2.12,Hassan
1608170400,1,433.92,0,3.94,50.78,0.8,7.96,9.48,1.98,Hassan
1608174000,1,417.23,0.04,3.98,57.94,0.75,8.14,9.61,1.87,Hassan
1608177600,1,370.5,0.11,2.79,70.1,0.59,7.07,8.12,1.5,Hassan
1608181200,1,347.14,0.14,1.93,75.82,0.54,5.62,6.4,1.43,Hassan
1608184800,2,343.8,0.15,1.54,80.11,0.59,5.43,6.12,1.54,Hassan
1608188400,2,327.11,0.11,1.25,81.54,0.57,5.15,5.82,1.52,Hassan
1608192000,2,313.76,0.06,1.27,80.82,0.53,4.63,5.29,1.55,Hassan
1608195600,2,313.76,0.03,1.54,81.54,0.57,4.18,4.86,1.68,Hassan
1608199200,1,323.77,0.01,2.16,79.39,0.64,3.73,4.39,1.85,Hassan
1608202800,1,337.12,0.01,3.17,75.1,0.72,3.68,4.33,2.12,Hassan
1608206400,1,347.14,0.01,4.24,70.81,0.8,4.03,4.69,2.22,Hassan
1608210000,1,363.83,0,6.26,62.94,0.92,4.78,5.74,2.69,Hassan
1608213600,1,373.84,0,7.54,56.51,1.03,5.67,7.13,2.98,Hassan
1608217200,1,370.5,0,7.54,52.93,1.1,6.33,8.17,2.79,Hassan
1608220800,1,367.17,0,7.28,50.78,1.18,6.71,8.92,2.57,Hassan
1608224400,1,363.83,0,7.03,47.92,1.24,6.3,8.66,2.47,Hassan
1608228000,1,360.49,0,7.03,45.42,1.25,5.3,7.42,2.44,Hassan
1608231600,1,357.15,0,6.51,43.99,1.16,4.68,6.33,2.25,Hassan
1608235200,1,357.15,0,5.83,43.63,1.07,4.48,5.98,2.19,Hassan
1608238800,1,363.83,0,5.01,44.35,1.09,4.51,5.94,2.09,Hassan
1608242400,1,367.17,0,4.2,46.49,1.1,4.84,6.19,1.88,Hassan
1608246000,1,370.5,0,3.68,45.78,1.04,5.27,6.55,1.85,Hassan
1608249600,1,373.84,0,3.3,46.49,0.93,5.57,6.76,1.85,Hassan
1608253200,1,370.5,0,3.21,48.64,0.8,5.96,7.21,1.85,Hassan
1608256800,1,367.17,0.02,3.6,50.07,0.72,6.82,8.38,1.81,Hassan
1608260400,1,357.15,0.29,3.64,51.5,0.65,7.27,9.04,1.87,Hassan
1608264000,1,330.45,0.49,2.61,57.22,0.6,7.21,9.01,1.98,Hassan
1608267600,1,313.76,0.37,1.69,66.52,0.66,8.27,10.19,2.25,Hassan
1608271200,2,313.76,0.26,1.2,78.68,0.78,10.82,12.99,2.53,Hassan
1608274800,2,280.38,0.16,0.76,81.54,0.66,9.81,11.54,1.93,Hassan
1608278400,2,267.03,0.15,0.73,83.69,0.64,9.98,11.61,1.85,Hassan
1608282000,2,267.03,0.15,0.8,88.69,0.69,11.13,12.83,1.96,Hassan
1608285600,2,277.04,0.27,1.56,90.84,0.81,12.19,14.09,2.63,Hassan
1608289200,2,293.73,0.4,3.34,90.12,0.95,13.06,15.3,3.74,Hassan
1608292800,2,310.42,0.27,6.26,83.69,1.12,13.42,16,4.75,Hassan
1608296400,2,330.45,0.01,8.57,75.1,1.39,13.99,16.99,5.7,Hassan
1608300000,2,333.79,0,7.88,70.1,1.65,15.03,18.42,6.14,Hassan
1608303600,2,337.12,0,6.77,66.52,1.76,16.13,19.89,6.02,Hassan
1608307200,2,340.46,0,5.83,63.66,1.7,17.83,22.06,5.64,Hassan
1608310800,3,350.48,0,5.57,62.23,1.57,20.99,26.01,5.51,Hassan
1608314400,3,360.49,0,5.23,62.94,1.37,23.45,28.78,5.13,Hassan
1608318000,3,353.81,0,4.41,63.66,1.22,24.16,29.17,4.05,Hassan
1608321600,3,350.48,0,3.51,62.94,1.04,24.06,28.63,3.01,Hassan
1608325200,3,347.14,0,2.91,61.51,0.85,24.42,28.9,2.15,Hassan
1608328800,4,343.8,0,2.53,60.08,0.72,25.83,30.67,1.77,Hassan
1608332400,4,340.46,0,2.27,57.94,0.62,26.62,31.7,1.66,Hassan
1608336000,4,337.12,0,2.1,57.22,0.54,25.09,29.66,1.62,Hassan
1608339600,3,333.79,0,2.19,56.51,0.5,21.12,24.82,1.58,Hassan
1608343200,2,337.12,0.01,2.79,56.51,0.52,16.7,19.74,1.58,Hassan
1608346800,2,343.8,0.15,3.3,57.94,0.54,13.32,15.87,1.73,Hassan
1608350400,1,343.8,0.22,2.25,67.23,0.48,8.87,10.62,1.66,Hassan
1608354000,1,350.48,0.24,1.69,75.1,0.54,7.92,9.5,2.03,Hassan
1608357600,2,363.83,0.23,1.39,84.4,0.77,7.29,8.77,2.25,Hassan
1608361200,2,357.15,0.17,0.98,90.84,1,6.16,7.18,1.74,Hassan
1608364800,2,357.15,0.14,0.86,97.28,1.27,6.62,7.48,1.6,Hassan
1608368400,2,370.5,0.13,0.87,105.86,1.51,8.17,9.04,1.65,Hassan
1608372000,2,373.84,0.13,1.06,107.29,1.46,8.86,9.75,1.77,Hassan
1608375600,2,373.84,0.11,1.63,104.43,1.4,9.01,10,2.15,Hassan
1608379200,2,380.52,0.05,2.51,100.14,1.4,9.57,10.76,2.63,Hassan
1608382800,2,407.22,0,4.67,92.98,1.48,11.04,12.8,4.37,Hassan
1608386400,2,433.92,0,6.34,82.25,1.57,12.71,15.25,6.21,Hassan
1608390000,2,447.27,0,7.03,72.96,1.57,14.43,17.68,7.47,Hassan
1608393600,2,460.63,0,7.54,64.37,1.59,16.9,20.84,8.36,Hassan
1608397200,2,480.65,0,8.48,55.79,1.8,19.49,23.96,8.49,Hassan
1608400800,3,500.68,0,10.03,47.21,1.94,20.78,25.26,7.79,Hassan
1608404400,3,527.38,0,10.97,41.13,1.94,22.17,26.46,6.59,Hassan
1608408000,4,540.73,0,10.45,39.34,1.82,25.78,30.09,4.81,Hassan
1608411600,4,534.06,0,8.14,43.99,1.57,34.32,39.05,3.17,Hassan
1608415200,4,507.36,0,5.27,51.5,1.19,43.49,48.32,2.15,Hassan
1608418800,4,487.33,0,3.6,55.79,0.89,49.29,53.77,1.69,Hassan
1608422400,5,480.65,0,2.7,60.8,0.75,51.32,55.29,1.49,Hassan
1608426000,4,473.98,0,2.31,67.95,0.73,48.31,51.67,1.41,Hassan
1608429600,4,487.33,0,2.46,75.1,0.81,41.14,43.89,1.38,Hassan
1608433200,4,487.33,0.03,2.74,80.11,0.81,32.46,34.68,1.47,Hassan
1608436800,3,487.33,0.12,2.34,85.83,0.76,23.97,25.71,1.63,Hassan
1608440400,2,500.68,0.17,1.76,92.98,0.81,19.69,21.2,1.84,Hassan
1608444000,2,527.38,0.15,1.3,104.43,0.97,19.03,20.36,1.62,Hassan
1608447600,3,540.73,0.1,0.91,117.3,1.1,22.01,23.13,0.93,Hassan
1608451200,3,540.73,0.1,1.18,121.59,1.27,23.55,24.67,0.81,Hassan
1608454800,3,540.73,0.09,1.63,120.16,1.43,22.6,23.74,0.94,Hassan
1608458400,3,527.38,0.07,1.84,117.3,1.42,20.71,21.83,1.12,Hassan
1608462000,3,514.03,0.05,2.08,113.01,1.43,20.46,21.61,1.35,Hassan
1608465600,3,507.36,0.01,2.44,110.15,1.46,20.62,21.73,1.54,Hassan
1608469200,3,514.03,0,3.51,103,1.48,22.61,23.98,2.5,Hassan
1608472800,4,520.71,0,4.58,94.41,1.52,25.62,27.52,4.02,Hassan
1608476400,4,520.71,0,5.23,84.4,1.65,28.92,31.43,5.38,Hassan
1608480000,4,527.38,0,6.17,74.39,1.83,31.93,35.09,6.65,Hassan
1608483600,4,540.73,0,7.45,65.09,1.97,34.21,38,7.35,Hassan
1608487200,4,547.41,0,8.57,57.22,1.91,36.49,40.74,6.33,Hassan
1608490800,4,560.76,0,9.08,51.5,1.82,39.14,43.74,4.62,Hassan
1608494400,4,574.11,0,8.91,47.92,1.8,44.4,49.56,3.39,Hassan
1608498000,5,580.79,0,8.05,46.49,1.73,52.49,58.15,2.6,Hassan
1608501600,5,580.79,0,6.51,47.92,1.54,61.61,67.48,2.22,Hassan
1608505200,5,567.44,0,4.97,50.78,1.3,68.08,73.66,1.96,Hassan
1608508800,5,547.41,0,3.81,54.36,1.13,71.36,76.1,1.71,Hassan
1608512400,5,527.38,0,3.21,60.08,1.21,69.49,73.85,1.63,Hassan
1608516000,5,507.36,0,3.6,66.52,1.43,61.29,65.83,1.63,Hassan
1608519600,4,480.65,0.04,4.28,75.1,1.61,49.94,54.2,1.6,Hassan
1608523200,4,417.23,0.15,3,87.26,1.46,33.26,36.31,1.36,Hassan
1608526800,4,370.5,0.2,2.08,91.55,1.3,25.82,28.3,1.71,Hassan
1608530400,4,340.46,0.17,1.44,94.41,1.27,25.14,27.33,1.85,Hassan
1608534000,4,303.75,0.17,0.87,101.57,1.37,26.86,28.93,1.43,Hassan
1608537600,4,293.73,0.14,0.78,108.72,1.55,29.82,31.92,1.33,Hassan
1608541200,4,293.73,0.14,0.86,113.01,1.71,34.88,37.28,1.2,Hassan
1608544800,4,307.08,0.25,1.65,114.44,1.83,40.99,44.02,1.84,Hassan
1608548400,4,330.45,0.41,3.3,117.3,1.97,46.75,50.56,3.07,Hassan
1608552000,5,357.15,0.41,6.08,114.44,2.21,51.69,56.35,4.37,Hassan
1608555600,5,393.87,0.09,9.51,110.15,2.65,57.31,63.16,5.89,Hassan
1608559200,5,440.6,0,10.97,105.86,3.34,64.4,71.91,7.54,Hassan
1608562800,5,480.65,0,11.82,103,3.64,68.67,77.82,8.87,Hassan
1608566400,5,494,0,12.17,95.84,3.34,67.53,77.91,9.63,Hassan
1608570000,5,473.98,0,11.82,82.25,3.1,61.15,71.97,8.61,Hassan
1608573600,5,453.95,0,11.82,67.95,3.01,55.52,66,5.95,Hassan
1608577200,5,447.27,0,11.31,59.37,2.77,52.9,62.8,3.83,Hassan
1608580800,5,467.3,0,11.14,52.93,2.53,54.44,64.17,2.79,Hassan
1608584400,5,540.73,0,12.85,44.35,2.59,61.39,71.11,2.25,Hassan
1608588000,5,607.49,0,14.57,36.48,2.56,68.2,77.94,2.06,Hassan
1608591600,5,600.82,0,13.54,33.98,2.12,68.33,78.12,2,Hassan
1608595200,5,560.76,0,11.14,35.41,1.65,66.37,76.26,2.01,Hassan
1608598800,5,527.38,0,9.51,38.98,1.4,66.1,76.53,2.03,Hassan
1608602400,5,500.68,0.06,9.08,45.42,1.48,67.87,79.2,1.95,Hassan
1608606000,5,473.98,0.82,7.63,60.8,1.62,72.06,84.03,1.85,Hassan
1608609600,5,413.9,0.83,4.11,91.55,1.64,71,81.78,1.31,Hassan
1608613200,5,387.19,0.53,2.7,104.43,1.57,68.15,77.88,1.79,Hassan
1608616800,5,373.84,0.32,1.8,113.01,1.51,68,77.19,2.41,Hassan
1608620400,4,280.38,0.17,0.91,103,0.97,42.69,48.02,1.35,Hassan
1608624000,4,260.35,0.16,0.86,103,0.86,36.7,41.07,1.35,Hassan
1608627600,4,257.02,0.16,0.93,107.29,0.86,34.68,38.64,1.62,Hassan
1608631200,4,263.69,0.25,2.31,103,1.01,33.17,37,2.66,Hassan
1608634800,4,287.06,0.42,5.31,95.84,1.39,33.71,37.81,4.18,Hassan
1608638400,4,320.44,0.35,9.51,89.41,1.8,33.72,38.02,5.45,Hassan
1608642000,4,357.15,0.02,13.02,82.97,2.27,33.81,38.38,6.52,Hassan
1608645600,4,393.87,0,14.22,77.96,2.59,34.75,39.99,7.66,Hassan
1608649200,4,423.91,0,15.25,70.81,2.77,36.4,42.53,8.87,Hassan
1608652800,4,447.27,0,16.62,61.51,2.98,38.64,45.93,10.13,Hassan
1608656400,4,473.98,0,17.82,50.07,3.19,41.18,49.71,11.27,Hassan
1608660000,4,494,0,19.02,40.05,3.07,43.2,52.53,12.03,Hassan
1608663600,4,520.71,0.01,20.91,27.9,2.3,45.08,55,12.92,Hassan
1608667200,4,540.73,0.02,20.39,19.13,1.62,46.97,57.36,11.65,Hassan
1608670800,4,520.71,0.02,17.65,16.27,1.31,48.36,58.77,9.37,Hassan
1608674400,4,507.36,0.03,14.91,15.56,1.16,49.75,60.09,7.73,Hassan
1608678000,5,487.33,0.03,12.51,16.63,1.04,51.18,61.29,6.02,Hassan
1608681600,5,453.95,0.02,10.54,21.82,1.13,53.28,63.29,4.94,Hassan
1608685200,5,417.23,0,7.88,38.27,1.7,58.61,69.3,4.31,Hassan
1608688800,5,440.6,0.03,9.68,36.48,1.8,62.3,74.33,4.02,Hassan
1608692400,5,467.3,0.85,10.63,39.7,2.03,64.89,77.74,3.48,Hassan
1608696000,5,403.88,0.79,5.27,72.96,2.27,60.45,72.47,2.19,Hassan
1608699600,5,400.54,0.59,3.3,89.41,2.21,59.5,71.06,2.25,Hassan
1608703200,5,377.18,0.28,1.65,104.43,2.06,59.13,69.77,2.28,Hassan
1608706800,4,293.73,0.15,0.88,91.55,1.37,41.31,48.08,1.58,Hassan
