date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,city
1681444800,4,881.2,7.15,33.93,100.14,21.93,59.92,68.37,3.45,Bengaluru
1681448400,4,700.95,3.3,20.39,154.5,23.84,67.71,75.95,1.88,Bengaluru
1681452000,5,574.11,1.3,10.62,205.99,23.13,79.18,87.1,0.47,Bengaluru
1681455600,5,400.54,0.59,4.71,185.97,15.26,61.53,68.79,0,Bengaluru
1681459200,4,360.49,0.52,3.94,168.8,12.16,52.79,59.64,0,Bengaluru
1681462800,4,353.81,0.5,3.86,163.08,10.25,48.62,55.07,0.19,Bengaluru
1681466400,4,380.52,0.8,6.34,157.36,9.42,43.44,49.47,1.01,Bengaluru
1681470000,4,453.95,1.27,12.17,150.2,10.73,42.11,48.03,1.8,Bengaluru
1681473600,3,527.38,1.12,19.36,137.33,12.28,40.84,46.73,2.25,Bengaluru
1681477200,3,660.9,0.27,31.19,110.15,13.47,39,45.28,3.61,Bengaluru
1681480800,3,761.03,0,35.99,84.4,13.95,37.33,44.66,5.83,Bengaluru
1681484400,3,767.71,0,34.96,73.67,13.95,35.72,43.95,7.47,Bengaluru
1681488000,3,714.3,0,29.82,73.67,13.11,34.93,43.72,8.36,Bengaluru
1681491600,3,687.6,0,27.42,75.1,12.28,35.65,44.74,8.74,Bengaluru
1681495200,3,654.22,0,26.05,75.82,11.32,35.03,43.54,8.11,Bengaluru
1681498800,3,754.36,0,34.27,57.22,10.73,35.79,43.71,8.04,Bengaluru
1681502400,3,801.09,0,34.62,40.77,10.01,37.5,45.77,8.74,Bengaluru
1681506000,3,781.06,0,31.19,33.97,9.42,38.59,47.71,9.63,Bengaluru
1681509600,3,767.71,0,29.13,30.04,9.54,39.71,49.69,11.15,Bengaluru
1681513200,3,814.44,0.02,30.85,23.25,10.01,42.13,52.82,11.53,Bengaluru
1681516800,3,907.9,0.23,36.33,15.2,10.13,45.06,55.89,11.91,Bengaluru
1681520400,3,1134.87,6.59,45.24,3.8,10.49,49.78,61.34,13.17,Bengaluru
1681524000,4,1762.39,40.68,44.55,2.32,11.8,59.86,73.64,14.44,Bengaluru
1681527600,4,2269.74,67.95,46.61,8.76,11.68,67.55,82.82,14.06,Bengaluru
1681531200,3,580.79,2.88,14.57,90.84,6.79,41.62,53.17,4.43,Bengaluru
1681534800,3,487.33,1.33,8.31,131.61,7.57,44.63,56.42,3.61,Bengaluru
1681538400,4,473.98,0.78,6,167.37,8.94,51.74,63.36,3.58,Bengaluru
1681542000,4,393.87,0.45,3.6,174.52,7.63,55.15,64.38,1.14,Bengaluru
1681545600,4,367.16,0.39,3.13,170.23,6.68,53.52,61.61,0.54,Bengaluru
1681549200,4,353.81,0.35,3.08,167.37,5.96,52.18,59.87,0.7,Bengaluru
1681552800,4,357.15,0.36,3.68,164.51,6.02,52.26,59.84,1.01,Bengaluru
1681556400,4,373.84,0.41,5.27,157.36,6.26,51.82,59.36,1.33,Bengaluru
1681560000,4,387.19,0.32,7.63,145.91,6.38,50.36,57.78,1.44,Bengaluru
1681563600,4,514.03,0.09,17.99,123.02,8.34,52.48,60.41,2.5,Bengaluru
1681567200,4,607.49,0,22.96,107.29,10.49,56.81,65.87,4.56,Bengaluru
1681570800,4,614.17,0,22.62,103,11.21,58.77,68.41,5.7,Bengaluru
1681574400,4,574.11,0,18.68,103,10.13,55.9,65.36,6.14,Bengaluru
1681578000,4,554.08,0,17.14,98.71,8.82,50.2,59.04,6.52,Bengaluru
1681581600,3,547.41,0,16.96,94.41,7.75,44.86,52.75,6.59,Bengaluru
1681585200,3,500.68,0,14.39,94.41,6.85,40.48,47.24,6.27,Bengaluru
1681588800,3,447.27,0,10.37,94.41,6.79,38.2,44.35,6.33,Bengaluru
1681592400,3,413.89,0,8.05,94.41,7.63,38.25,44.07,6.33,Bengaluru
1681596000,3,417.23,0,7.63,88.69,8.46,40.19,46.17,6.46,Bengaluru
1681599600,3,440.6,0,8.48,79.39,8.34,41.86,48.49,6.84,Bengaluru
1681603200,3,487.33,0,11.48,67.23,8.23,43.52,51.19,7.41,Bengaluru
1681606800,3,607.49,0.02,21.25,49.35,9.06,46.17,55.29,8.23,Bengaluru
1681610400,4,907.9,4.53,38.73,28.97,12.76,51.16,62.35,8.87,Bengaluru
1681614000,4,1148.22,15.2,43.18,36.48,19.79,56.6,69.02,8.11,Bengaluru
1681617600,4,620.84,4.19,19.71,98.71,26.46,56.35,65.63,2.37,Bengaluru
1681621200,4,514.03,1.98,11.82,143.05,22.65,60.75,69.56,1.28,Bengaluru
1681624800,4,447.27,0.95,6.94,177.38,18.36,65.04,73.66,0.7,Bengaluru
1681628400,4,353.81,0.5,3.68,173.09,10.01,55.77,63.02,0.17,Bengaluru
1681632000,4,327.11,0.43,3.08,164.51,6.91,49.1,55.27,0.02,Bengaluru
1681635600,4,323.77,0.4,3.04,163.08,6.2,47.65,53.39,0,Bengaluru
1681639200,4,327.11,0.43,3.64,160.22,6.02,46.57,52.05,0.15,Bengaluru
1681642800,4,340.46,0.5,5.23,153.06,5.84,44.7,49.92,0.48,Bengaluru
1681646400,4,360.49,0.39,7.63,143.05,5.6,43.04,48.06,0.84,Bengaluru
1681650000,3,467.3,0.1,16.28,121.59,6.85,42.27,47.56,2.18,Bengaluru
1681653600,3,560.76,0,22.28,98.71,8.11,41.49,47.68,4.56,Bengaluru
1681657200,3,574.11,0,22.28,87.26,8.34,38.89,45.6,6.08,Bengaluru
1681660800,3,540.73,0,18.68,82.25,7.75,35.07,41.83,6.71,Bengaluru
1681664400,3,514.03,0,16.79,79.39,7.09,32.04,38.68,6.9,Bengaluru
1681668000,3,500.68,0,15.94,77.25,6.5,29.39,35.59,6.78,Bengaluru
1681671600,3,460.62,0,13.88,77.96,6.08,26.36,31.81,6.33,Bengaluru
1681675200,2,433.92,0,12,77.96,6.74,24.89,30.13,6.46,Bengaluru
1681678800,3,410.56,0,10.2,79.39,7.51,25.3,30.69,6.78,Bengaluru
1681682400,3,440.6,0,11.31,73.67,8.34,28.12,34.12,7.47,Bengaluru
1681686000,3,514.03,0,15.08,59.37,9.3,31.78,38.8,8.49,Bengaluru
1681689600,3,640.87,0,23.65,42.56,10.61,35.29,43.45,9.5,Bengaluru
1681693200,3,934.6,1.73,43.53,17.7,12.87,39.79,49.72,10.77,Bengaluru
1681696800,3,1642.23,29.06,58.26,4.34,16.69,47.38,60,12.67,Bengaluru
1681700400,4,2189.64,59.9,58.95,12.52,18.84,51.18,64.74,13.43,Bengaluru
1681704000,3,801.09,7.26,28.79,83.68,20.03,38.58,45.73,7.03,Bengaluru
1681707600,3,674.25,3.74,20.05,135.9,24.08,46.19,53.31,5.7,Bengaluru
1681711200,5,560.76,1.48,11.14,191.69,24.08,59.58,67.06,3.83,Bengaluru
1681714800,4,403.88,0.57,4.37,177.38,13.23,58.41,65.17,0.94,Bengaluru
1681718400,4,367.16,0.49,3.56,161.65,9.66,52.65,58.56,0.36,Bengaluru
1681722000,4,360.49,0.47,3.51,155.93,8.82,50.82,56.44,0.36,Bengaluru
1681725600,4,367.16,0.56,4.58,153.06,8.82,50.1,55.59,0.55,Bengaluru
1681729200,4,403.88,0.73,7.54,148.77,9.54,50.69,56.14,0.93,Bengaluru
1681732800,4,447.27,0.59,11.65,140.19,10.37,50.48,55.99,1.35,Bengaluru
1681736400,4,627.52,0.16,25.7,113.01,12.04,50.14,56.44,3.04,Bengaluru
1681740000,4,767.71,0,32.9,88.69,13.47,51.5,59.46,5.7,Bengaluru
1681743600,4,807.76,0,33.59,78.68,13.71,51.46,60.58,7.6,Bengaluru
1681747200,3,754.36,0,28.45,76.53,12.28,48.36,57.77,8.61,Bengaluru
1681750800,3,707.63,0,25.36,74.39,10.49,44.11,53.46,9.25,Bengaluru
1681754400,3,667.57,0,23.65,75.1,9.3,40.44,49.38,8.87,Bengaluru
1681758000,3,594.14,0,18.85,86.55,9.78,39.35,47.41,7.66,Bengaluru
1681761600,3,520.71,0,13.02,101.57,11.92,42.75,50.55,7.03,Bengaluru
1681765200,3,473.98,0,9.6,110.15,12.99,46.86,55.04,6.78,Bengaluru
1681768800,3,460.62,0,8.57,107.29,14.19,48.58,57.49,6.46,Bengaluru
1681772400,3,447.27,0,9.42,95.84,20.27,49.04,58.83,6.02,Bengaluru
1681776000,4,467.3,0,12,84.4,31.95,52.56,63.08,5.57,Bengaluru
1681779600,4,547.41,0.01,18.16,77.25,38.62,56.64,67.73,5.76,Bengaluru
1681783200,4,794.41,2.1,32.9,65.8,37.67,58.67,70.52,7.03,Bengaluru
1681786800,4,974.66,7.93,38.39,66.52,33.86,57.51,69.5,7.6,Bengaluru
1681790400,3,687.6,4.53,21.93,103,29.56,47.47,56.83,5.07,Bengaluru
1681794000,4,560.76,2.24,13.19,143.05,26.23,48.96,57.32,3.96,Bengaluru
1681797600,4,480.65,1.12,8.23,175.95,23.37,51.56,59.23,3.36,Bengaluru
1681801200,4,373.84,0.64,4.16,145.91,11.44,25.81,29.3,1.55,Bengaluru
1681804800,3,350.48,0.59,3.6,134.47,7.75,16.82,18.9,1.14,Bengaluru
1681808400,3,350.48,0.57,3.64,135.9,7.57,17.34,19.39,1.14,Bengaluru
1681812000,3,363.83,0.68,4.76,137.33,8.23,19.18,21.5,1.33,Bengaluru
1681815600,3,400.54,0.94,7.63,134.47,8.82,19.74,22.29,1.74,Bengaluru
1681819200,3,440.6,0.95,11.82,123.02,8.82,18.98,21.66,2.15,Bengaluru
1681822800,2,634.19,0.49,28.1,92.98,10.13,19.75,23.28,3.77,Bengaluru
1681826400,2,754.36,0,33.59,70.1,11.09,20.6,25.46,5.76,Bengaluru
1681830000,2,761.03,0,31.19,61.51,11.44,20.14,25.9,7.16,Bengaluru
1681833600,2,694.27,0,25.02,61.51,10.25,18.06,24.03,7.73,Bengaluru
1681837200,2,627.52,0,21.08,62.94,9.06,16.5,22.6,7.6,Bengaluru
1606266000,4,494,0,2.25,63.66,1.27,26.52,28.35,1,Chikkamagaluru
1606269600,3,487.33,0.03,3.9,62.94,1.4,24.34,26.35,0.93,Chikkamagaluru
1606273200,4,480.65,0.2,4.63,67.23,1.52,26.02,28.23,0.71,Chikkamagaluru
1606276800,4,440.6,0.18,2.61,85.12,1.61,30.6,32.67,0.3,Chikkamagaluru
1606280400,4,427.25,0.16,1.99,90.12,1.61,35.06,37.29,0.59,Chikkamagaluru
1606284000,4,413.9,0.13,1.56,98.71,1.52,41.36,43.87,0.84,Chikkamagaluru
1606287600,4,367.17,0.12,1.07,98.71,1.3,42,44.58,0.83,Chikkamagaluru
1606291200,4,323.77,0.11,1.05,89.41,1.06,32.71,34.97,0.9,Chikkamagaluru
1606294800,4,310.42,0.1,1.22,87.26,1,25.39,27.37,1.05,Chikkamagaluru
1606298400,3,313.76,0.08,1.99,87.98,1.03,23.58,25.6,1.43,Chikkamagaluru
1606302000,4,340.46,0.08,3.47,91.55,1.16,29.36,31.96,2.12,Chikkamagaluru
1606305600,4,367.17,0.03,5.23,95.84,1.31,39.65,43.02,2.72,Chikkamagaluru
1606309200,4,383.85,0,5.83,98.71,1.45,47.46,51.36,3.23,Chikkamagaluru
1606312800,4,380.52,0,5.66,94.41,1.52,47.75,51.83,3.64,Chikkamagaluru
1606316400,4,370.5,0,5.57,85.12,1.52,45.08,49.23,3.93,Chikkamagaluru
1606320000,4,357.15,0,5.48,74.39,1.43,40.13,44.21,4.05,Chikkamagaluru
1606323600,4,347.14,0,5.4,65.09,1.3,31.64,35.34,3.74,Chikkamagaluru
1606327200,3,333.79,0,5.01,60.08,1.16,21.66,24.58,3.14,Chikkamagaluru
1606330800,2,327.11,0,4.03,60.8,1.15,13.89,15.84,2.34,Chikkamagaluru
1606334400,1,337.12,0,2.83,67.95,1.25,9.09,10.33,1.79,Chikkamagaluru
1606338000,1,350.48,0,1.91,77.25,1.27,6.16,6.95,1.41,Chikkamagaluru
1606341600,2,360.49,0,1.31,85.12,1.21,4.26,4.73,1.12,Chikkamagaluru
1606345200,2,363.83,0,1.04,88.69,1.07,3.77,4.18,1.01,Chikkamagaluru
1606348800,2,363.83,0,0.99,87.26,0.86,4.11,4.54,0.99,Chikkamagaluru
1606352400,2,363.83,0,1.3,82.97,0.66,4.79,5.35,1.05,Chikkamagaluru
1606356000,1,360.49,0.01,2.23,77.96,0.6,5.54,6.33,1.12,Chikkamagaluru
1606359600,1,360.49,0.04,3.13,74.39,0.72,6.58,7.58,1.24,Chikkamagaluru
1606363200,1,357.15,0.06,3.17,72.24,0.94,7.74,8.74,1.3,Chikkamagaluru
1606366800,1,360.49,0.06,3.34,68.67,1.3,8.21,9.19,1.41,Chikkamagaluru
1606370400,1,363.83,0.05,3.47,65.8,1.55,7.98,8.9,1.52,Chikkamagaluru
1606374000,1,370.5,0.04,3.73,62.94,1.67,8.05,8.87,1.54,Chikkamagaluru
1606377600,1,373.84,0.02,3.9,61.51,1.62,8.38,9.16,1.57,Chikkamagaluru
1606381200,1,373.84,0.01,3.9,60.8,1.42,9.18,9.93,1.66,Chikkamagaluru
1606384800,2,390.53,0.01,5.23,54.36,1.25,10.49,11.4,1.85,Chikkamagaluru
1606388400,2,417.23,0.01,8.05,42.92,1.18,12.02,13.27,1.87,Chikkamagaluru
1606392000,2,453.95,0.01,11.31,32.19,1.22,13.87,15.45,1.76,Chikkamagaluru
1606395600,2,473.98,0.01,12.51,25.75,1.37,16.65,18.58,1.77,Chikkamagaluru
1606399200,2,487.33,0.02,12.17,22.17,1.67,19.31,21.64,1.68,Chikkamagaluru
1606402800,3,480.65,0.02,10.45,21.1,2.15,20.83,23.37,1.46,Chikkamagaluru
1606406400,3,460.63,0.01,8.82,21.64,2.92,22.34,24.91,1.3,Chikkamagaluru
1606410000,3,433.92,0.01,8.05,23.6,3.99,24.75,27.24,1.08,Chikkamagaluru
1606413600,4,413.9,0,7.45,27.18,4.47,26.7,28.74,0.88,Chikkamagaluru
1606417200,4,403.88,0,6.34,31.83,3.99,27.16,28.62,0.76,Chikkamagaluru
1606420800,4,410.56,0,5.57,31.83,3.19,27.09,28.46,0.94,Chikkamagaluru
1606424400,4,413.9,0,4.97,31.47,3.07,26,27.24,1.03,Chikkamagaluru
1606428000,3,410.56,0,4.24,30.76,2.74,24.57,25.77,1.08,Chikkamagaluru
1606431600,3,400.54,0,3.51,29.33,2.06,24.16,25.39,1.19,Chikkamagaluru
1606435200,3,390.53,0,3.17,28.61,1.52,24.28,25.56,1.31,Chikkamagaluru
1606438800,3,393.87,0.01,3.9,27.54,1.24,24.76,26.43,1.41,Chikkamagaluru
1606442400,3,407.22,0.13,5.91,27.18,1.18,24.75,27.06,1.39,Chikkamagaluru
1606446000,3,413.9,0.89,5.57,33.62,1.06,23.58,26,1.44,Chikkamagaluru
1606449600,3,383.85,0.68,2.91,50.07,0.85,21.58,23.44,1.68,Chikkamagaluru
1606453200,3,370.5,0.41,1.93,61.51,1,21.46,23.14,2.06,Chikkamagaluru
1606456800,3,353.81,0.25,1.32,72.96,1.64,21.83,23.35,2.31,Chikkamagaluru
1606460400,2,330.45,0.18,0.92,78.68,1.83,17.55,18.65,1.85,Chikkamagaluru
1606464000,2,317.1,0.18,0.96,82.97,2.09,14.48,15.37,1.54,Chikkamagaluru
1606467600,2,317.1,0.2,1.2,91.55,3.34,17.15,18.12,1.46,Chikkamagaluru
1606471200,2,327.11,0.24,1.76,98.71,4.71,19.92,21.05,1.55,Chikkamagaluru
1606474800,3,337.12,0.28,2.91,103,5.6,22.95,24.39,1.93,Chikkamagaluru
1606478400,4,353.81,0.15,4.88,98.71,6.08,25.47,27.2,2.38,Chikkamagaluru
1606482000,4,377.18,0,6.94,85.12,6.02,28.51,30.68,2.98,Chikkamagaluru
1606485600,4,407.22,0,8.57,67.95,5.13,31.75,34.58,3.26,Chikkamagaluru
1606489200,4,427.25,0,9.51,53.64,4.05,34.33,37.87,2.85,Chikkamagaluru
1606492800,4,433.92,0,9.43,42.92,3.25,35.28,39.25,2.57,Chikkamagaluru
1606496400,4,440.6,0,9.17,34.33,2.56,34.54,38.74,2.44,Chikkamagaluru
1606500000,4,433.92,0.01,8.74,28.25,1.83,32.81,36.96,2.31,Chikkamagaluru
1606503600,4,420.57,0.01,7.37,24.68,1.21,31.05,34.75,2.12,Chikkamagaluru
1606507200,4,403.88,0,5.48,23.6,0.84,29.87,33.16,2.15,Chikkamagaluru
1606510800,4,393.87,0,4.33,23.6,0.65,28.86,31.69,2.28,Chikkamagaluru
1606514400,4,383.85,0,3.51,22.89,0.55,28.34,30.44,2.22,Chikkamagaluru
1606518000,4,377.18,0.01,3.09,20.21,0.48,28.23,30.03,2.31,Chikkamagaluru
1606521600,4,373.84,0.03,3.17,16.99,0.46,28.67,30.32,2.47,Chikkamagaluru
1606525200,4,387.19,0.11,4.5,14.13,0.57,29.35,31.27,2.79,Chikkamagaluru
1606528800,4,433.92,0.43,7.37,12.52,0.85,30.77,33.6,2.69,Chikkamagaluru
1606532400,4,460.63,1.03,8.4,16.81,1.15,31.98,34.92,2.47,Chikkamagaluru
1606536000,4,420.57,0.46,5.48,34.69,1.8,31.57,33.37,1.85,Chikkamagaluru
1606539600,4,393.87,0.41,3.73,44.35,1.74,26.77,28.13,1.98,Chikkamagaluru
1606543200,3,383.85,0.35,2.91,53.64,1.62,23.12,24.38,2.38,Chikkamagaluru
1606546800,3,380.52,0.34,2.4,67.23,1.64,21.92,23.15,2.53,Chikkamagaluru
1606550400,3,373.84,0.29,2.21,77.96,1.68,21.28,22.41,2.41,Chikkamagaluru
1606554000,3,363.83,0.28,2.21,82.25,1.62,20.7,21.77,2.41,Chikkamagaluru
1606557600,3,360.49,0.31,2.55,82.97,1.49,20.56,21.63,2.6,Chikkamagaluru
1606561200,3,363.83,0.32,3.43,80.11,1.39,20.59,21.76,3.17,Chikkamagaluru
1606564800,3,373.84,0.18,5.01,75.1,1.3,20.15,21.45,3.99,Chikkamagaluru
1606568400,3,397.21,0,6.77,68.67,1.27,20.04,21.6,5,Chikkamagaluru
1606572000,3,433.92,0,7.97,64.37,1.43,21.48,23.46,5.07,Chikkamagaluru
1606575600,3,467.3,0,8.23,60.8,1.64,23.37,25.7,4.18,Chikkamagaluru
1606579200,4,500.68,0,7.28,63.66,1.85,28.27,30.72,3.29,Chikkamagaluru
1606582800,4,527.38,0,5.83,71.53,2.12,35.78,38.01,2.41,Chikkamagaluru
1606586400,4,547.41,0,4.37,83.69,2.5,42.19,43.89,1.77,Chikkamagaluru
1606590000,4,540.73,0,3,91.55,2.83,45.13,46.54,1.58,Chikkamagaluru
1606593600,4,534.06,0,2.66,81.54,2.5,44.37,46.09,1.82,Chikkamagaluru
1606597200,4,534.06,0,2.96,65.8,2.03,44.27,46.48,1.92,Chikkamagaluru
1606600800,4,540.73,0,3.6,51.5,1.54,42.62,45.07,1.82,Chikkamagaluru
1606604400,4,540.73,0,4.33,40.41,1.19,36.56,39.03,1.76,Chikkamagaluru
1606608000,4,534.06,0,4.97,34.33,1.1,30.07,32.48,1.54,Chikkamagaluru
1606611600,3,514.03,0,5.23,34.33,1.3,22.29,24.59,1.44,Chikkamagaluru
1606615200,2,480.65,0.02,5.23,36.84,1.42,14.35,16.47,1.58,Chikkamagaluru
1606618800,1,433.92,0.17,4.8,40.05,1.34,9.83,11.43,1.46,Chikkamagaluru
1606622400,1,367.17,0.28,3.43,43.99,1.09,7.17,8.37,1.49,Chikkamagaluru
1606626000,1,320.44,0.27,2.25,45.78,0.79,5.54,6.53,1.79,Chikkamagaluru
1606629600,1,307.08,0.25,1.69,45.78,0.64,4.74,5.63,2.15,Chikkamagaluru
1606633200,1,297.07,0.22,1.26,45.06,0.53,3.79,4.45,2,Chikkamagaluru
1606636800,1,273.71,0.18,1.13,45.06,0.41,2.81,3.31,1.82,Chikkamagaluru
1606640400,1,253.68,0.18,1.15,47.92,0.38,2.55,3.03,1.85,Chikkamagaluru
1606644000,1,243.66,0.23,1.5,50.78,0.4,2.64,3.18,2.19,Chikkamagaluru
1606647600,1,247,0.34,2.38,53.64,0.45,3.15,3.86,2.98,Chikkamagaluru
1606651200,1,260.35,0.29,3.98,52.93,0.5,3.64,4.52,3.58,Chikkamagaluru
1606654800,1,277.04,0.01,4.76,50.07,0.51,3.7,4.74,3.71,Chikkamagaluru
1606658400,1,290.39,0,3.86,47.92,0.51,3.7,4.76,3.07,Chikkamagaluru
1606662000,1,307.08,0,3.26,50.07,0.71,5.41,6.39,2.34,Chikkamagaluru
1606665600,2,343.8,0,2.96,58.65,1.31,10.47,11.34,1.79,Chikkamagaluru
1606669200,2,387.19,0,2.96,64.37,1.97,15.99,16.81,1.35,Chikkamagaluru
1606672800,2,413.9,0,3.09,64.37,2.53,19.62,20.31,1.09,Chikkamagaluru
1606676400,2,417.23,0,3,60.08,2.5,19.2,19.78,1.03,Chikkamagaluru
1606680000,2,403.88,0,2.66,53.64,1.86,16.98,17.57,1.08,Chikkamagaluru
