dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city
1646650800,4,761.03,1.41,19.02,110.15,6.08,29.15,42.27,20.52,Amritsar
1646654400,4,1001.36,1.36,33.93,84.4,7.15,31.88,48.04,24.07,Amritsar
1646658000,4,1295.09,1.08,51.41,55.07,8.34,39.68,60.74,29.39,Amritsar
1646661600,5,1695.63,0.24,65.8,24.68,10.37,56.87,86.91,35.46,Amritsar
1646665200,5,2056.12,1.51,66.49,9.75,12.52,78.64,118.42,39.52,Amritsar
1646668800,5,2136.23,1.51,58.95,8.4,12.64,89.06,133.52,36.48,Amritsar
1646672400,5,1949.31,0.49,49.35,14.84,10.85,86.14,132.01,32.42,Amritsar
1646676000,5,1668.93,0.13,40.44,21.99,8.46,75.53,118.14,29.13,Amritsar
1646679600,5,1401.9,0.02,31.87,31.11,6.38,62.51,96.26,24.32,Amritsar
1646683200,5,1241.68,0.0,26.05,37.55,5.42,56.62,83.34,20.77,Amritsar
1646686800,5,1134.87,0.0,21.93,41.13,4.83,52.27,73.58,19.0,Amritsar
1646690400,4,1028.06,0.0,19.19,41.48,4.35,44.92,62.22,17.73,Amritsar
1646694000,4,934.6,0.0,18.51,38.62,4.23,38.94,53.77,18.24,Amritsar
1646697600,4,921.25,0.01,19.88,33.97,4.83,38.96,52.84,18.75,Amritsar
1646701200,4,1014.71,0.02,23.31,30.4,6.2,44.76,59.11,18.49,Amritsar
1646704800,5,1335.14,0.5,34.62,18.95,8.46,60.23,78.89,19.25,Amritsar
1646708400,5,1815.8,10.95,39.41,14.84,10.49,79.54,104.96,20.77,Amritsar
1646712000,5,2109.53,20.56,38.39,26.46,12.04,94.57,125.36,23.05,Amritsar
1646715600,5,2136.23,15.42,40.44,57.94,13.23,111.3,146.77,27.11,Amritsar
1646719200,5,2082.82,7.1,36.33,130.18,14.19,144.53,184.26,29.39,Amritsar
1646722800,5,1642.23,2.74,22.96,208.85,20.74,138.66,169.48,22.29,Amritsar
1646726400,5,1628.88,1.56,17.82,268.94,24.56,162.34,192.24,21.79,Amritsar
1646730000,5,1615.52,1.17,16.11,297.55,25.75,169.59,198.24,22.55,Amritsar
1646733600,5,1815.8,2.24,29.13,263.21,22.17,162.38,190.34,24.07,Amritsar
1646737200,5,2243.04,4.19,52.78,203.13,21.46,162.82,194.32,27.36,Amritsar
1646740800,5,2723.69,5.92,86.37,131.61,23.6,162.84,199.57,31.92,Amritsar
1646744400,5,3524.78,7.49,131.61,34.69,21.46,172.46,220.25,40.53,Amritsar
1646748000,5,4325.87,34.87,122.01,0.02,18.6,201.55,266.66,51.17,Amritsar
1646751600,5,4592.9,52.3,95.96,0.0,16.21,231.09,313.05,54.21,Amritsar
1646755200,5,4432.68,54.09,74.03,0.0,14.19,247.84,342.28,45.09,Amritsar
1646758800,5,4165.65,52.3,56.21,0.0,12.52,255.49,359.01,36.98,Amritsar
1646762400,5,3685.0,48.28,42.84,0.0,10.01,240.78,345.15,28.37,Amritsar
1646766000,5,3044.13,40.23,35.3,0.0,6.62,207.79,300.58,19.51,Amritsar
1646769600,5,2510.07,27.72,30.85,0.01,4.89,184.23,262.06,16.09,Amritsar
1646773200,5,2162.93,14.53,29.13,0.14,4.29,174.74,238.8,15.45,Amritsar
1646776800,5,1949.31,4.97,28.45,1.02,4.11,168.01,218.97,15.58,Amritsar
1646780400,5,1922.61,2.57,28.1,2.06,4.05,170.01,215.56,14.44,Amritsar
1646784000,5,1922.61,2.1,28.79,2.91,4.11,169.89,213.46,13.81,Amritsar
1646787600,5,1922.61,2.93,29.47,2.5,4.47,165.08,207.31,14.19,Amritsar
1646791200,5,2323.15,16.09,29.82,0.27,6.79,179.59,228.05,17.73,Amritsar
1646794800,5,2964.02,40.68,29.47,2.55,9.54,203.72,260.97,22.04,Amritsar
1646798400,5,3284.45,46.04,38.39,10.82,11.68,222.84,285.12,26.6,Amritsar
1646802000,5,3364.56,30.4,58.26,41.48,12.76,254.67,324.72,32.17,Amritsar
1646805600,5,3257.75,11.96,62.38,134.47,12.99,302.05,377.55,35.46,Amritsar
1646809200,5,1789.09,2.21,21.76,237.46,29.56,215.54,249.37,16.97,Amritsar
1646812800,5,1522.06,1.24,14.74,268.94,34.33,202.1,230.52,15.33,Amritsar
1646816400,5,1428.6,0.94,12.68,283.24,33.86,195.89,223.67,17.48,Amritsar
1646820000,5,1468.66,1.42,19.71,254.63,25.27,174.98,203.98,21.79,Amritsar
1646823600,5,1615.52,2.32,34.62,203.13,18.6,148.4,179.5,25.33,Amritsar
1646827200,5,1815.8,2.43,57.58,135.9,23.13,120.16,151.61,28.12,Amritsar
1646830800,5,2082.82,0.73,83.63,65.8,25.99,103.98,136.3,32.42,Amritsar
1646834400,5,2403.26,0.75,95.96,18.06,20.03,106.63,145.47,39.01,Amritsar
1646838000,5,2483.37,3.35,89.11,4.6,14.42,116.11,162.17,44.08,Amritsar
1646841600,5,2376.56,2.99,78.83,4.56,11.44,120.28,170.0,45.09,Amritsar
1646845200,5,2243.04,1.84,68.55,6.88,9.89,119.76,171.82,42.05,Amritsar
1646848800,5,2002.72,1.42,58.26,8.05,7.99,111.38,163.91,34.96,Amritsar
1646852400,5,1682.28,0.75,46.61,10.46,5.72,95.52,143.05,26.09,Amritsar
1646856000,5,1401.9,0.16,34.96,17.34,4.59,85.21,125.92,19.76,Amritsar
1646859600,5,1241.68,0.03,26.39,24.68,4.17,81.3,116.02,15.71,Amritsar
1646863200,5,1134.87,0.01,21.93,30.04,4.11,78.15,107.75,13.93,Amritsar
1646866800,5,1068.12,0.0,19.88,33.62,4.53,74.78,99.95,14.57,Amritsar
1646870400,5,988.01,0.0,18.85,37.19,5.25,70.93,92.08,16.47,Amritsar
1646874000,5,934.6,0.0,18.85,41.48,6.02,66.03,83.59,19.76,Amritsar
1646877600,5,1161.58,0.23,29.82,31.11,7.63,72.68,92.75,24.32,Amritsar
1646881200,5,1535.42,8.49,37.7,24.68,9.66,83.1,108.84,28.63,Amritsar
1646884800,5,1735.69,16.99,35.99,39.34,11.21,91.49,122.48,31.92,Amritsar
1646888400,5,1642.23,11.62,34.62,70.1,12.28,96.89,130.78,33.44,Amritsar
1646892000,5,1388.55,5.31,26.39,124.45,13.35,102.97,135.73,31.41,Amritsar
1646895600,5,794.41,1.75,11.48,160.22,17.64,63.0,78.74,17.48,Amritsar
1646899200,5,707.63,1.4,10.11,174.52,20.98,58.47,71.05,15.71,Amritsar
1646902800,5,714.3,1.38,11.31,188.83,27.66,60.52,71.94,15.45,Amritsar
1646906400,5,1001.36,2.63,23.65,185.97,30.99,75.5,89.74,18.24,Amritsar
1646910000,5,1441.96,4.3,43.53,161.65,30.04,89.24,108.8,22.04,Amritsar
1646913600,5,1842.5,4.92,68.55,113.01,27.66,88.58,112.63,24.83,Amritsar
1646917200,5,3311.16,24.59,120.64,18.95,24.8,115.22,153.12,34.45,Amritsar
1646920800,5,5073.55,84.94,116.53,0.0,23.84,174.9,234.69,47.12,Amritsar
1646924400,5,5767.82,109.97,100.08,0.0,23.37,226.33,304.86,57.25,Amritsar
1646928000,5,5981.45,109.97,90.48,0.0,21.7,267.04,357.04,60.8,Amritsar
1646931600,5,5981.45,101.03,85.0,0.0,18.12,290.8,385.28,49.65,Amritsar
1646935200,5,5287.17,81.36,77.46,0.0,13.23,267.87,357.75,31.66,Amritsar
1646938800,5,4325.87,62.58,65.12,0.0,8.23,218.45,294.83,17.99,Amritsar
1646942400,5,3791.81,57.22,50.04,0.0,6.26,197.53,268.2,15.58,Amritsar
1646946000,5,3257.75,42.92,40.1,0.0,5.78,186.43,252.55,18.49,Amritsar
1646949600,5,2857.21,30.85,32.56,0.0,5.78,183.01,246.72,22.8,Amritsar
1646953200,5,2696.99,27.05,26.05,0.0,5.84,190.52,251.96,23.05,Amritsar
1646956800,5,2723.69,29.06,21.93,0.0,6.02,204.85,263.85,21.03,Amritsar
1646960400,5,2830.51,34.42,20.39,0.0,6.44,217.28,275.08,19.76,Amritsar
1646964000,5,3738.4,64.37,22.28,0.05,9.78,260.06,328.79,23.31,Amritsar
1646967600,5,5447.39,128.75,30.16,1.21,13.47,318.81,402.82,28.12,Amritsar
1646971200,5,4165.65,70.63,60.32,13.05,13.83,234.06,296.65,31.41,Amritsar
1646974800,5,3898.62,39.79,80.88,47.92,15.26,237.88,304.48,36.48,Amritsar
1646978400,5,3364.56,13.63,74.03,143.05,15.74,257.72,325.6,35.46,Amritsar
1646982000,5,1428.6,2.46,22.28,223.16,31.95,122.65,153.63,16.97,Amritsar
1646985600,5,1108.17,1.4,14.39,243.19,34.33,105.57,132.13,13.93,Amritsar
1646989200,5,988.01,1.05,12.0,251.77,34.81,100.26,126.12,14.69,Amritsar
1646992800,5,1295.09,2.51,26.73,220.3,30.99,106.3,134.02,19.76,Amritsar
1646996400,5,1842.5,4.81,51.41,170.23,27.89,119.54,152.5,26.09,Amritsar
1647000000,5,2483.37,6.54,83.63,107.29,24.08,128.22,166.88,31.41,Amritsar
1647003600,5,4005.43,31.29,126.12,15.2,20.74,164.45,218.66,41.54,Amritsar
1647007200,5,5554.2,91.2,111.04,0.0,20.5,223.83,300.91,53.7,Amritsar
1647010800,5,6088.26,110.86,97.33,0.0,21.22,272.78,369.47,64.85,Amritsar
1647014400,5,6088.26,100.14,95.96,0.0,20.98,305.31,411.73,71.94,Amritsar
1647018000,5,5874.63,82.25,94.59,0.0,18.36,323.48,433.33,68.9,Amritsar
1647021600,5,5393.98,67.06,90.48,0.0,14.07,311.21,416.0,57.76,Amritsar
1647025200,5,4539.49,50.96,79.51,0.0,9.06,266.11,353.32,40.53,Amritsar
1647028800,5,3391.27,25.03,67.86,0.06,5.42,214.68,281.17,30.4,Amritsar
1647032400,5,2483.37,5.25,54.84,2.44,4.05,186.59,240.09,27.11,Amritsar
1647036000,5,2056.12,0.57,38.04,8.67,3.64,179.64,225.34,23.05,Amritsar
1647039600,5,2029.42,0.92,31.53,5.9,3.87,186.85,231.56,18.49,Amritsar
1647043200,5,2162.93,4.02,30.16,1.25,4.59,199.87,247.26,17.73,Amritsar
1647046800,5,2456.67,13.52,27.76,0.05,5.6,218.92,271.89,19.25,Amritsar
1647050400,5,3417.97,44.26,26.39,0.17,8.23,263.65,329.32,22.29,Amritsar
1647054000,5,5073.55,98.35,31.87,1.56,11.09,324.6,402.84,26.35,Amritsar
1647057600,5,4432.68,62.58,65.12,15.02,11.68,275.85,334.65,30.4,Amritsar
1647061200,5,4486.08,37.55,91.85,55.07,13.35,292.34,353.24,33.44,Amritsar
1647064800,5,4112.24,13.75,87.05,163.08,14.19,329.91,391.74,32.17,Amritsar
1647068400,5,1895.9,2.54,28.45,266.08,29.56,195.71,232.06,20.52,Amritsar
1647072000,5,1762.39,1.31,19.36,337.6,38.15,214.06,248.78,19.0,Amritsar
1647075600,5,1615.52,0.98,16.79,366.21,44.82,198.71,231.34,17.99,Amritsar
1647079200,5,2456.67,4.3,57.58,268.94,36.24,214.07,254.96,25.59,Amritsar
1647082800,5,4058.84,8.72,111.04,185.97,27.66,285.4,340.5,32.42,Amritsar
1647086400,5,5554.2,10.62,167.25,110.15,26.23,345.81,410.92,39.52,Amritsar
1647090000,5,6355.29,9.28,208.38,25.03,26.7,389.06,462.67,49.14,Amritsar
1647093600,5,6568.91,27.72,189.19,0.05,26.23,429.18,512.79,55.73,Amritsar
1647097200,5,6729.13,46.94,157.65,0.0,26.23,471.4,563.86,62.32,Amritsar
1647100800,5,6408.69,52.75,127.49,0.0,25.27,506.87,601.78,68.9,Amritsar
1647104400,5,6034.85,54.54,101.45,0.0,21.22,521.38,619.9,73.97,Amritsar
1647108000,5,5554.2,57.22,81.57,0.0,16.21,505.42,609.75,72.96,Amritsar
1647111600,5,5180.36,61.69,71.97,0.0,15.02,477.16,583.82,82.08,Amritsar
1647115200,5,4753.11,60.8,67.17,0.0,17.64,447.13,551.58,107.41,Amritsar
1647118800,5,4219.06,54.09,61.01,0.0,19.79,411.77,509.0,129.7,Amritsar
1647122400,5,3791.81,47.39,56.89,0.0,21.46,376.95,469.53,143.89,Amritsar
1647126000,5,3631.59,44.26,53.47,0.0,22.41,358.91,449.97,139.83,Amritsar
1647129600,5,3524.78,40.68,47.98,0.0,21.22,356.26,444.3,123.62,Amritsar
1647133200,5,3471.37,39.34,37.01,0.0,12.52,356.75,437.1,58.26,Amritsar
1647136800,5,4165.65,60.8,30.85,0.05,10.25,387.53,467.18,29.39,Amritsar
1647140400,5,5661.01,111.76,37.01,1.35,12.04,431.05,513.26,27.11,Amritsar
1647144000,5,4486.08,48.28,81.57,22.89,12.64,331.83,389.36,34.96,Amritsar
1647147600,5,4486.08,24.36,95.96,83.68,13.95,344.23,403.97,35.97,Amritsar
1647151200,5,4005.43,8.16,72.66,214.58,14.07,378.26,439.75,33.94,Amritsar
1647154800,5,1468.66,1.45,17.31,260.35,32.42,175.16,209.65,19.76,Amritsar
1647158400,5,1121.52,0.88,11.48,277.52,39.58,152.82,184.87,17.73,Amritsar
1647162000,5,1028.06,0.76,10.97,291.82,42.44,148.96,181.71,18.24,Amritsar
1647165600,5,1548.77,2.49,32.56,251.77,35.76,165.99,204.68,23.56,Amritsar
1647169200,5,2536.77,4.97,68.55,200.27,30.04,211.03,259.27,28.63,Amritsar
1647172800,5,3685.0,6.37,116.53,131.61,29.09,246.84,302.53,32.93,Amritsar
1647176400,5,5073.55,8.83,174.11,32.54,28.13,286.92,354.01,41.54,Amritsar
1647180000,5,6568.91,46.04,175.48,0.02,27.66,349.91,435.86,55.22,Amritsar
1647183600,5,7583.62,88.51,153.54,0.0,28.37,418.28,526.12,72.96,Amritsar
1647187200,5,8010.86,107.29,128.87,0.0,26.46,487.73,612.33,88.16,Amritsar
1647190800,5,7263.18,94.77,93.22,0.0,19.07,527.79,652.16,80.05,Amritsar
1647194400,5,5554.2,64.37,59.63,0.0,10.85,479.66,583.06,39.52,Amritsar
1647198000,5,3952.03,41.57,40.78,0.0,5.78,388.24,465.33,16.47,Amritsar
1647201600,5,3364.56,31.74,35.3,0.0,6.32,347.0,413.85,22.04,Amritsar
1647205200,5,3231.05,25.26,35.3,0.0,8.58,344.92,410.14,39.01,Amritsar
1647208800,5,3257.75,22.58,36.33,0.01,11.8,359.4,426.49,61.81,Amritsar
1647212400,5,3391.27,23.69,35.99,0.0,12.87,379.51,448.0,63.84,Amritsar
1647216000,5,3578.19,27.72,35.99,0.0,12.16,403.72,472.67,49.14,Amritsar
1647219600,5,3898.62,35.32,36.33,0.0,11.09,422.93,492.58,31.41,Amritsar
1647223200,5,5233.76,75.1,37.7,0.05,13.35,485.44,565.8,25.08,Amritsar
1647226800,5,7904.05,160.93,48.67,1.02,17.4,589.13,684.15,26.09,Amritsar
1647230400,5,7370.0,87.62,123.38,17.17,22.41,526.24,606.6,32.17,Amritsar
1647234000,5,9292.6,54.09,202.89,74.39,26.46,660.59,754.69,40.02,Amritsar
1647237600,5,10467.53,18.1,205.64,274.66,30.28,867.66,974.1,38.0,Amritsar
1647241200,5,2590.18,1.63,29.82,371.93,72.48,310.02,362.27,19.0,Amritsar
1647244800,5,1762.39,0.86,15.42,360.49,62.94,237.95,287.9,18.24,Amritsar
1647248400,5,1588.82,0.73,14.05,360.49,63.9,222.55,271.8,19.51,Amritsar
1647252000,5,2510.07,3.69,56.21,268.94,48.16,255.37,316.02,30.4,Amritsar
1647255600,5,3791.81,7.49,102.82,167.37,32.9,310.25,387.66,40.53,Amritsar
1647259200,5,5020.14,13.41,156.28,65.09,27.42,359.49,451.56,49.14,Amritsar
1647262800,5,5073.55,22.13,160.4,7.6,25.03,366.27,462.76,56.24,Amritsar
1647266400,5,4592.9,38.89,111.04,0.01,21.7,364.51,460.07,60.8,Amritsar
1647270000,5,4325.87,39.79,79.51,0.0,18.84,379.71,471.99,47.62,Amritsar
1647273600,5,3524.78,11.62,68.55,0.93,16.93,363.61,441.21,28.88,Amritsar
1647277200,5,3311.16,3.32,61.69,4.25,16.93,376.87,450.51,22.29,Amritsar
1647280800,5,3257.75,1.37,57.58,8.4,15.74,390.12,461.19,17.73,Amritsar
1647284400,5,3150.94,1.87,52.78,6.44,11.21,393.41,459.13,14.69,Amritsar
1647288000,5,2990.72,3.63,41.81,2.01,8.34,399.03,462.65,18.49,Amritsar
1647291600,5,2857.21,2.49,34.27,2.95,8.82,416.28,480.6,29.13,Amritsar
1647295200,5,2857.21,1.01,34.27,5.81,11.56,438.37,505.72,46.61,Amritsar
1647298800,5,2910.61,0.69,37.36,7.06,14.66,457.83,527.73,69.92,Amritsar
1647302400,5,3044.13,1.61,43.87,4.34,18.12,475.51,548.21,102.34,Amritsar
1647306000,5,3284.45,6.82,50.72,0.92,20.98,486.62,563.52,133.75,Amritsar
1647309600,5,4325.87,37.1,51.41,0.13,21.7,534.0,626.26,108.42,Amritsar
1647313200,5,6195.07,93.88,56.21,1.79,22.41,607.39,721.54,63.33,Amritsar
1647316800,5,4486.08,29.06,90.48,32.54,25.51,466.39,552.14,39.01,Amritsar
1647320400,5,4646.3,17.66,98.71,94.41,25.27,496.98,585.53,39.52,Amritsar
1647324000,5,5180.36,9.16,101.45,234.6,26.46,596.06,691.12,40.02,Amritsar
1647327600,5,2456.67,1.65,30.85,377.66,76.29,383.63,443.8,24.07,Amritsar
1647331200,5,2189.64,0.81,19.02,452.04,86.78,384.36,442.21,22.04,Amritsar
1647334800,5,2136.23,0.64,17.31,480.65,82.97,386.87,445.89,22.55,Amritsar
1647338400,5,2403.26,1.16,33.59,440.6,64.85,392.73,457.11,25.84,Amritsar
1647342000,5,2964.02,1.75,61.69,360.49,56.27,409.91,481.27,29.39,Amritsar
1647345600,5,3471.37,1.59,97.33,257.49,57.7,396.25,472.27,32.93,Amritsar
1647349200,5,3685.0,0.38,120.64,150.2,56.74,364.95,443.31,36.48,Amritsar
1647352800,5,3471.37,0.0,115.16,75.82,46.73,310.68,389.54,40.02,Amritsar
1647356400,5,2990.72,0.0,95.96,44.35,31.47,257.14,336.05,44.58,Amritsar
1647360000,5,2696.99,0.0,76.77,41.13,19.31,243.66,322.09,47.62,Amritsar
1647363600,5,2536.77,0.0,62.38,49.35,13.23,251.52,329.94,47.62,Amritsar
1647367200,5,2243.04,0.0,48.67,57.22,9.89,246.85,322.94,44.08,Amritsar
1647370800,5,1869.2,0.0,36.33,59.37,7.09,224.46,294.02,35.97,Amritsar
1647374400,5,1602.17,0.0,26.05,57.94,5.78,204.91,267.02,30.65,Amritsar
1647378000,5,1441.96,0.0,20.73,53.64,5.25,186.54,244.71,29.13,Amritsar
1647381600,5,1348.5,0.0,19.02,52.21,5.42,164.74,220.84,28.63,Amritsar
1647385200,5,1255.04,0.0,17.82,55.07,6.44,146.39,199.95,27.36,Amritsar
1647388800,5,1148.22,0.0,16.79,59.37,7.99,131.79,183.05,24.57,Amritsar
1647392400,5,1094.82,0.0,17.99,60.08,9.54,120.67,171.25,23.56,Amritsar
1647396000,5,1361.85,0.17,31.87,42.92,11.56,125.16,179.71,27.87,Amritsar
1647399600,5,1869.2,8.27,46.61,26.82,13.71,138.32,199.85,32.93,Amritsar
1647403200,5,2269.74,19.0,51.41,35.41,15.74,151.39,220.61,35.97,Amritsar
1647406800,5,2323.15,14.53,54.15,75.1,17.4,163.04,237.39,35.97,Amritsar
1647410400,5,2002.72,5.81,41.13,163.08,18.36,172.86,247.22,32.93,Amritsar
1647414000,5,1201.63,1.72,18.34,226.02,26.94,128.87,190.7,22.8,Amritsar
1647417600,5,1014.71,1.19,14.22,246.05,27.89,121.01,177.73,20.77,Amritsar
1647421200,5,921.25,1.1,13.88,243.19,28.85,110.26,163.14,19.0,Amritsar
1647424800,5,961.3,1.45,18.68,228.88,27.18,99.89,151.25,18.75,Amritsar
1647428400,5,1148.22,1.98,29.13,203.13,24.56,98.21,150.74,21.03,Amritsar
1647432000,5,1401.9,1.93,43.87,165.94,19.07,99.12,152.34,24.32,Amritsar
1647435600,5,1789.09,0.59,65.8,114.44,16.21,107.59,163.37,28.63,Amritsar
1647439200,5,2136.23,0.0,77.46,71.53,15.14,124.16,185.99,34.96,Amritsar
1647442800,5,2296.45,0.0,75.4,57.22,14.31,139.15,207.97,40.02,Amritsar
1647446400,5,2269.74,0.0,69.23,55.79,13.59,148.08,220.63,42.56,Amritsar
1647450000,5,2216.34,0.0,61.69,57.22,12.4,152.86,228.2,43.57,Amritsar
1647453600,5,2056.12,0.0,53.47,57.22,10.37,152.37,227.24,43.57,Amritsar
1647457200,5,1815.8,0.0,44.55,55.07,7.87,147.25,216.98,41.54,Amritsar
1647460800,5,1628.88,0.0,35.64,51.5,6.79,147.35,211.46,41.04,Amritsar
1647464400,5,1522.06,0.0,29.13,47.21,6.68,151.1,210.07,41.54,Amritsar
1647468000,5,1415.25,0.0,24.68,43.27,6.79,146.16,200.92,41.54,Amritsar
1647471600,5,1281.74,0.0,22.62,40.05,6.97,133.15,183.71,41.04,Amritsar
1647475200,5,1201.63,0.0,22.28,36.84,7.21,120.31,167.59,41.04,Amritsar
1647478800,5,1188.28,0.01,25.02,32.19,7.75,111.89,157.3,41.54,Amritsar
1647482400,5,1535.42,1.23,39.76,15.56,10.01,122.2,170.87,44.08,Amritsar
1647486000,5,2002.72,14.31,43.87,15.38,12.64,138.83,193.08,44.58,Amritsar
1647489600,5,2162.93,17.21,45.24,37.55,14.78,153.17,209.3,42.05,Amritsar
1647493200,5,2162.93,10.28,46.61,92.98,16.93,176.6,234.58,40.53,Amritsar
1647496800,5,2029.42,4.19,35.99,194.55,19.07,211.16,267.97,37.49,Amritsar
1647500400,5,1615.52,1.55,20.91,283.24,26.23,210.46,256.79,30.65,Amritsar
1647504000,5,1708.98,1.1,19.71,366.21,33.38,247.94,294.73,30.4,Amritsar
1647507600,5,1922.61,0.96,22.28,440.6,42.92,283.15,330.86,32.17,Amritsar
1647511200,5,2830.51,1.98,52.78,434.88,45.3,342.37,398.24,36.48,Amritsar
1647514800,5,4539.49,3.07,102.82,377.66,42.44,441.2,509.64,44.58,Amritsar
1647518400,5,6248.47,2.71,153.54,257.49,38.62,513.09,588.98,53.7,Amritsar
1647522000,5,6301.88,0.72,163.14,114.44,29.8,486.56,558.71,60.29,Amritsar
1647525600,5,5073.55,0.05,135.72,34.69,21.46,393.74,456.33,62.82,Amritsar
1647529200,5,3685.0,0.12,100.08,20.92,16.45,304.57,359.35,60.8,Amritsar
1647532800,5,2510.07,0.0,58.95,50.07,12.99,240.84,287.24,49.14,Amritsar
1647536400,5,2216.34,0.0,44.55,65.09,11.68,231.27,275.57,45.09,Amritsar
1647540000,5,2109.53,0.0,40.44,65.8,10.25,229.9,271.52,41.04,Amritsar
1647543600,5,1815.8,0.0,32.9,68.66,7.99,218.44,254.24,33.94,Amritsar
1647547200,5,1548.77,0.0,23.31,76.53,6.44,213.93,245.54,27.87,Amritsar
1647550800,5,1441.96,0.0,17.48,82.25,5.9,221.0,250.16,23.31,Amritsar
1647554400,5,1441.96,0.0,14.91,86.55,6.44,229.4,257.4,19.0,Amritsar
1647558000,5,1535.42,0.0,14.91,76.53,6.68,232.35,261.05,15.96,Amritsar
1647561600,5,1602.17,0.0,16.28,57.22,6.85,229.86,260.07,13.55,Amritsar
1647565200,5,1628.88,0.0,18.85,40.41,7.21,227.64,259.71,12.67,Amritsar
1647568800,5,1815.8,0.19,28.1,26.82,8.82,243.48,279.03,14.44,Amritsar
1647572400,5,1922.61,2.82,33.59,27.18,11.44,260.63,298.74,15.2,Amritsar
1647576000,5,1655.58,3.69,25.02,53.64,13.95,262.33,300.67,14.19,Amritsar
1647579600,5,1455.31,2.77,18.68,95.84,15.02,257.74,295.63,15.71,Amritsar
1647583200,5,1268.39,1.47,13.02,153.06,16.21,255.3,291.8,16.47,Amritsar
1647586800,5,961.3,0.75,7.97,194.55,18.84,218.91,249.84,12.41,Amritsar
1647590400,5,827.79,0.64,6.77,197.41,16.21,187.91,214.88,11.53,Amritsar
1647594000,5,761.03,0.59,6.51,194.55,14.07,168.68,194.25,11.78,Amritsar
1647597600,5,907.9,1.06,12.68,188.83,13.71,170.37,197.21,15.96,Amritsar
1647601200,5,1134.87,1.38,21.25,174.52,14.31,181.72,210.19,22.29,Amritsar
1647604800,5,1308.44,1.09,31.87,145.91,14.19,189.25,218.64,26.09,Amritsar
1647608400,5,1602.17,0.26,46.61,100.14,14.19,204.02,236.32,32.42,Amritsar
1647612000,5,1976.01,0.0,56.89,55.07,14.54,230.53,268.63,42.05,Amritsar
1647615600,5,2243.04,0.06,60.32,27.89,14.66,257.19,301.22,46.61,Amritsar
1647619200,5,2243.04,0.31,54.84,15.02,12.99,268.47,314.71,38.5,Amritsar
1647622800,5,2109.53,0.61,49.35,10.73,11.32,267.48,312.89,29.13,Amritsar
1647626400,5,1895.9,0.32,43.18,14.13,9.66,253.51,293.79,22.04,Amritsar
1647630000,5,1615.52,0.02,33.24,25.75,7.87,228.56,261.03,16.97,Amritsar
1647633600,5,1441.96,0.0,25.02,32.19,6.32,210.2,237.54,15.45,Amritsar
1647637200,5,1375.2,0.0,20.73,35.41,5.84,197.85,222.87,15.33,Amritsar
1647640800,5,1321.79,0.0,18.68,37.19,6.02,191.09,214.82,14.44,Amritsar
1647644400,5,1295.09,0.0,18.51,34.33,5.78,189.36,212.74,13.17,Amritsar
1647648000,5,1321.79,0.01,19.54,28.97,5.66,191.25,215.21,12.79,Amritsar
1647651600,5,1361.85,0.03,21.42,23.6,5.78,194.97,220.32,13.55,Amritsar
1647655200,5,1548.77,0.57,28.79,15.56,7.57,203.31,232.74,15.71,Amritsar
1647658800,5,1588.82,3.69,29.82,21.46,10.97,200.62,231.67,16.09,Amritsar
1647662400,5,1308.44,3.3,21.08,59.37,18.36,189.13,217.27,14.95,Amritsar
1647666000,5,1241.68,2.37,17.65,113.01,25.51,198.39,225.95,16.97,Amritsar
1647669600,5,1174.93,1.3,13.37,180.24,30.28,212.95,240.05,18.75,Amritsar
1647673200,5,834.47,0.54,6.43,220.3,40.53,196.15,219.08,10.51,Amritsar
1647676800,5,747.68,0.46,5.36,214.58,36.72,176.66,197.39,10.26,Amritsar
1647680400,5,714.3,0.44,5.18,205.99,28.37,162.06,181.17,10.64,Amritsar
1647684000,5,947.95,1.24,14.57,185.97,21.46,163.94,184.56,17.23,Amritsar
1647687600,5,1268.39,1.98,27.08,158.79,18.12,174.81,197.87,26.35,Amritsar
1647691200,5,1602.17,1.98,45.24,115.87,16.45,179.99,205.38,32.93,Amritsar
1647694800,5,1762.39,0.51,56.89,71.53,15.5,183.69,211.16,38.0,Amritsar
1647698400,5,1735.69,0.0,51.41,50.07,14.66,189.69,219.07,41.54,Amritsar
1647702000,5,1655.58,0.0,42.16,45.06,13.83,196.06,226.77,41.54,Amritsar
1647705600,5,1602.17,0.0,34.62,42.56,12.04,200.77,231.7,35.97,Amritsar
1647709200,5,1695.63,0.02,35.99,28.25,10.37,207.15,239.29,26.85,Amritsar
1647712800,5,1762.39,0.41,37.36,13.59,8.7,207.31,238.87,18.75,Amritsar
1647716400,5,1682.28,0.81,34.27,6.97,6.56,196.39,223.36,13.43,Amritsar
1647720000,5,1535.42,0.35,28.1,8.85,5.3,181.73,204.56,11.91,Amritsar
1647723600,5,1415.25,0.1,22.96,13.41,4.77,167.35,187.15,11.27,Amritsar
1647727200,5,1268.39,0.01,19.02,21.99,5.07,150.84,167.67,10.89,Amritsar
1647730800,5,1241.68,0.01,18.68,22.71,5.07,146.27,162.02,11.15,Amritsar
1647734400,5,1281.74,0.04,20.56,19.31,5.13,145.72,161.21,12.16,Amritsar
1647738000,5,1348.5,0.13,23.65,15.56,6.2,147.67,163.89,13.3,Amritsar
