dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city
1647741600,5,1655.58,2.4,32.9,6.62,9.66,162.39,183.73,15.07,Amritsar
1647745200,5,2136.23,14.98,37.7,8.23,13.35,185.5,214.27,17.23,Amritsar
1647748800,5,2136.23,12.18,43.87,40.41,20.74,198.57,230.52,18.75,Amritsar
1647752400,5,2002.72,6.93,39.76,100.14,22.89,216.25,250.94,22.55,Amritsar
1647756000,5,1708.98,2.6,25.36,194.55,22.89,242.73,278.88,25.08,Amritsar
1647759600,5,974.66,0.73,8.91,231.74,24.08,192.14,221.16,16.72,Amritsar
1647763200,5,807.76,0.54,6.77,228.88,21.93,169.53,195.85,15.07,Amritsar
1647766800,5,754.36,0.47,6.34,223.16,18.36,161.83,187.35,14.82,Amritsar
1647770400,5,814.44,0.71,9.85,205.99,15.02,156.21,180.91,16.21,Amritsar
1647774000,5,821.11,0.78,11.48,171.66,13.11,147.04,169.02,16.97,Amritsar
1647777600,5,781.06,0.54,12.51,144.48,11.92,134.54,152.28,15.2,Amritsar
1647781200,5,807.76,0.15,17.82,114.44,9.54,112.48,128.48,14.69,Amritsar
1647784800,5,921.25,0.0,23.65,87.26,7.75,89.19,107.72,18.49,Amritsar
1647788400,5,1068.12,0.0,28.79,70.1,7.51,74.42,96.36,24.32,Amritsar
1647792000,5,1655.58,0.21,47.98,32.19,9.3,94.64,125.39,41.04,Amritsar
1647795600,5,2376.56,10.17,53.47,1.63,11.32,134.08,176.91,53.2,Amritsar
1647799200,5,2777.1,28.61,42.16,0.01,12.04,157.88,214.04,55.73,Amritsar
1647802800,5,2777.1,38.89,36.33,0.0,10.85,157.89,223.89,53.2,Amritsar
1647806400,5,2323.15,34.87,27.76,0.0,7.57,138.79,202.33,36.98,Amritsar
1647810000,5,1708.98,21.68,20.22,0.02,5.19,115.43,169.48,21.79,Amritsar
1647813600,5,1214.98,7.93,18.34,0.37,3.93,97.79,141.31,15.58,Amritsar
1647817200,5,1188.28,4.41,18.68,0.98,3.93,110.75,153.02,13.68,Amritsar
1647820800,5,1295.09,2.35,21.42,3.22,4.65,135.12,175.89,12.29,Amritsar
1647824400,5,1482.01,1.03,26.05,7.96,5.96,164.56,203.8,12.16,Amritsar
1647828000,5,2109.53,7.93,39.76,2.77,9.66,205.31,251.04,17.48,Amritsar
1647831600,5,3124.24,31.74,52.78,7.51,13.83,250.54,305.91,25.59,Amritsar
1647835200,5,4058.84,44.26,76.77,23.6,18.84,289.04,349.52,35.46,Amritsar
1647838800,5,4539.49,27.94,105.56,80.82,22.17,342.58,407.41,40.02,Amritsar
1647842400,5,4592.9,10.17,98.71,237.46,24.32,429.75,497.07,38.0,Amritsar
1647846000,5,1642.23,1.76,24.33,306.13,54.36,205.28,230.84,18.24,Amritsar
1647849600,5,1281.74,0.92,14.22,329.02,51.98,182.47,203.9,16.47,Amritsar
1647853200,5,1081.47,0.71,11.48,314.71,40.53,162.62,183.69,16.21,Amritsar
1647856800,5,2082.82,4.69,54.84,223.16,28.61,193.14,227.66,27.11,Amritsar
1647860400,5,3524.78,9.72,106.93,147.34,26.7,246.98,299.36,36.48,Amritsar
1647864000,5,4913.33,17.66,160.4,62.94,30.52,278.8,345.79,42.56,Amritsar
1647867600,5,5661.01,48.28,161.77,5.41,31.47,284.18,364.96,49.65,Amritsar
1647871200,5,5500.79,84.94,109.67,0.01,28.13,273.58,368.28,59.28,Amritsar
1647874800,5,4753.11,84.94,74.71,0.0,23.6,257.31,366.92,66.88,Amritsar
1647878400,5,3738.4,59.9,57.58,0.0,18.84,240.14,356.74,70.93,Amritsar
1647882000,5,3284.45,38.89,54.84,0.0,16.69,235.03,350.71,68.9,Amritsar
1647885600,5,3097.53,24.59,58.95,0.03,14.54,229.27,335.4,61.81,Amritsar
1647889200,5,2857.21,11.73,63.06,0.51,11.32,216.3,305.43,50.66,Amritsar
1647892800,5,2590.18,2.96,57.58,4.29,9.06,206.79,281.73,44.08,Amritsar
1647896400,5,2296.45,0.3,44.55,13.77,7.99,198.93,264.79,41.54,Amritsar
1647900000,5,2029.42,0.03,34.62,21.82,7.45,186.15,245.48,41.54,Amritsar
1647903600,5,1842.5,0.02,30.5,24.68,7.15,176.69,230.42,41.54,Amritsar
1647907200,5,1668.93,0.01,28.1,28.25,7.27,169.45,217.1,40.53,Amritsar
1647910800,5,1615.52,0.01,29.13,30.04,8.23,167.6,210.57,40.02,Amritsar
1647914400,5,2002.72,1.58,44.55,14.84,11.56,182.64,229.32,42.56,Amritsar
1647918000,5,2590.18,16.09,51.41,15.2,15.14,198.89,251.84,44.08,Amritsar
1647921600,5,2696.99,18.33,54.15,41.13,16.69,195.92,251.66,41.54,Amritsar
1647925200,5,2696.99,12.18,55.52,94.41,17.17,203.11,262.8,39.01,Amritsar
1647928800,5,2376.56,5.14,41.81,191.69,18.12,214.08,274.0,35.46,Amritsar
1647932400,5,1108.17,1.36,14.39,228.88,32.42,112.26,148.67,19.25,Amritsar
1647936000,5,827.79,1.03,10.88,228.88,32.42,90.53,119.86,16.21,Amritsar
1647939600,5,714.3,0.96,10.11,217.44,28.37,80.86,107.17,15.45,Amritsar
1647943200,5,1054.76,2.79,26.05,185.97,23.13,84.81,114.49,18.75,Amritsar
1647946800,5,1682.28,5.48,52.78,145.91,22.41,101.01,138.6,24.83,Amritsar
1647950400,5,2429.96,7.38,89.11,95.84,21.93,119.01,163.58,30.4,Amritsar
1647954000,5,3952.03,26.6,135.72,15.91,23.37,159.69,218.47,40.02,Amritsar
1647957600,5,5393.98,76.0,124.75,0.02,25.51,214.97,295.39,53.2,Amritsar
1647961200,5,5874.63,96.56,106.93,0.0,26.7,262.29,364.83,65.86,Amritsar
1647964800,5,6141.66,105.5,94.59,0.0,28.37,305.91,427.31,80.05,Amritsar
1647968400,5,7370.0,135.9,90.48,0.0,33.86,377.47,518.43,98.29,Amritsar
1647972000,5,9185.79,189.54,97.33,0.0,39.58,466.2,624.16,113.49,Amritsar
1647975600,5,10787.96,246.76,104.19,0.0,37.67,532.2,691.79,108.42,Amritsar
1647979200,5,10787.96,250.34,95.96,0.0,26.7,549.91,697.63,84.1,Amritsar
1647982800,5,10360.72,236.03,81.57,0.0,18.6,559.23,695.53,64.34,Amritsar
1647986400,5,9506.23,212.79,68.55,0.0,13.23,553.22,678.11,52.18,Amritsar
1647990000,5,8865.36,198.48,58.26,0.0,11.32,554.77,671.51,57.76,Amritsar
1647993600,5,8117.68,177.03,52.78,0.0,11.56,550.18,658.76,77.01,Amritsar
1647997200,5,6462.1,118.02,51.41,0.0,11.8,471.39,563.22,89.17,Amritsar
1648000800,5,5607.6,92.98,45.24,0.15,13.95,418.35,502.49,80.05,Amritsar
1648004400,5,6088.26,109.08,49.35,2.44,17.64,422.94,507.78,68.9,Amritsar
1648008000,5,4486.08,40.23,89.11,32.9,18.84,319.91,380.31,50.66,Amritsar
1648011600,5,4432.68,16.99,95.96,121.59,21.93,351.57,411.04,49.14,Amritsar
1648015200,5,4486.08,5.48,72.66,317.57,25.51,455.76,515.22,47.12,Amritsar
1648018800,5,2029.42,1.22,22.28,360.49,53.88,274.23,317.44,25.33,Amritsar
1648022400,5,1575.47,0.7,16.62,331.88,47.21,233.62,273.82,25.59,Amritsar
1648026000,5,1335.14,0.43,16.11,268.94,37.67,190.34,228.55,27.87,Amritsar
1648029600,5,1628.88,0.99,34.62,194.55,30.28,171.0,211.65,33.94,Amritsar
1648033200,5,2162.93,2.54,54.15,140.19,25.51,182.19,226.81,42.05,Amritsar
1648036800,5,2403.26,3.13,67.86,94.41,22.17,185.73,231.97,46.1,Amritsar
1648040400,5,2216.34,0.87,70.6,62.23,19.31,179.55,226.02,45.6,Amritsar
1648044000,5,1762.39,0.0,52.78,70.81,17.88,167.11,213.8,41.04,Amritsar
1648047600,5,1348.5,0.0,30.85,105.86,17.17,151.51,196.81,34.96,Amritsar
1648051200,5,1108.17,0.0,14.39,161.65,18.6,180.38,226.6,34.45,Amritsar
1648054800,5,1188.28,0.0,14.74,140.19,12.52,183.39,229.11,41.04,Amritsar
1648058400,5,1014.71,0.0,16.28,114.44,8.94,124.25,155.18,36.48,Amritsar
1648062000,5,634.19,0.0,11.82,101.57,6.2,58.52,73.97,24.57,Amritsar
1648065600,4,433.92,0.0,7.37,100.14,4.23,29.7,38.0,18.24,Amritsar
1648069200,2,363.83,0.0,5.36,97.27,3.1,19.98,24.47,14.95,Amritsar
1648072800,3,363.83,0.0,5.23,94.41,2.92,20.57,24.65,15.71,Amritsar
1648076400,3,387.19,0.0,5.91,90.12,3.28,23.85,28.96,19.25,Amritsar
1648080000,4,413.89,0.0,7.03,86.55,3.7,26.8,33.02,21.79,Amritsar
1648083600,4,467.3,0.0,9.17,82.25,4.29,29.98,37.87,23.81,Amritsar
1648087200,4,667.57,0.12,17.65,67.95,5.9,38.08,50.69,27.11,Amritsar
1648090800,4,947.95,3.05,27.76,53.64,7.63,47.29,65.98,29.89,Amritsar
1648094400,5,1054.76,6.43,26.39,57.94,8.58,52.57,75.1,30.65,Amritsar
1648098000,5,988.01,4.75,20.73,87.26,8.58,54.64,79.57,30.4,Amritsar
1648101600,5,847.82,2.32,14.39,135.9,8.34,59.36,84.28,29.39,Amritsar
1648105200,5,620.84,1.16,8.91,167.37,10.13,54.2,73.62,19.76,Amritsar
1648108800,5,567.44,1.06,8.48,175.95,10.97,52.81,70.08,15.83,Amritsar
1648112400,5,540.73,1.02,8.65,175.95,11.68,50.02,66.03,14.69,Amritsar
1648116000,5,781.06,1.98,19.88,153.06,10.97,55.48,74.18,19.0,Amritsar
1648119600,5,1134.87,3.32,35.3,117.3,10.25,68.06,93.26,27.11,Amritsar
1648123200,5,1441.96,3.86,52.78,73.67,10.49,77.95,109.48,33.94,Amritsar
1648126800,5,2456.67,23.92,77.46,9.48,13.47,108.24,156.02,46.1,Amritsar
1648130400,5,3845.21,76.89,64.43,0.01,19.31,165.64,242.63,62.82,Amritsar
1648134000,5,5447.39,126.96,60.32,0.0,26.46,246.37,359.11,79.04,Amritsar
1648137600,5,6782.53,162.72,61.69,0.0,33.86,330.14,473.08,103.35,Amritsar
1648141200,5,6835.94,162.72,57.58,0.0,35.76,357.56,511.74,116.53,Amritsar
1648144800,5,5767.82,130.53,52.09,0.0,30.52,306.5,451.79,111.46,Amritsar
1648148400,5,4272.46,93.88,47.3,0.0,20.98,229.06,349.6,87.14,Amritsar
1648152000,5,3204.35,62.58,41.81,0.0,12.87,182.4,278.37,61.3,Amritsar
1648155600,5,2456.67,35.32,38.04,0.0,8.94,157.01,233.49,49.65,Amritsar
1648159200,5,1842.5,9.28,39.07,0.75,7.27,130.72,188.46,46.61,Amritsar
1648162800,5,1628.88,1.93,35.64,3.8,6.74,119.63,168.99,46.61,Amritsar
1648166400,5,1562.12,1.06,33.59,5.99,6.56,114.93,159.18,46.1,Amritsar
1648170000,5,1588.82,1.82,35.64,4.47,6.79,113.38,155.7,46.61,Amritsar
1648173600,5,2056.12,15.42,38.04,1.07,9.42,129.36,178.27,50.16,Amritsar
1648177200,5,2777.1,43.36,37.7,5.14,12.87,152.49,211.16,53.7,Amritsar
1648180800,5,3017.43,45.15,50.72,17.52,15.02,163.33,225.72,54.21,Amritsar
1648184400,5,3364.56,30.85,77.46,58.65,17.64,201.63,273.44,53.7,Amritsar
1648188000,5,3631.59,13.19,86.37,171.66,20.03,274.82,353.95,49.14,Amritsar
1648191600,5,1401.9,2.21,23.65,254.63,33.38,138.91,175.49,20.27,Amritsar
1648195200,5,988.01,1.09,13.54,280.38,38.15,123.08,153.56,17.23,Amritsar
1648198800,5,801.09,0.85,11.14,268.94,36.24,104.1,131.5,17.48,Amritsar
1648202400,5,1068.12,2.29,25.36,214.58,26.46,97.3,126.26,20.52,Amritsar
1648206000,5,1655.58,4.75,52.09,160.22,23.13,105.34,140.85,25.59,Amritsar
1648209600,5,2403.26,6.76,91.85,101.57,23.84,119.01,161.17,30.4,Amritsar
1648213200,5,3791.81,19.89,143.95,20.38,24.32,150.62,204.19,38.5,Amritsar
1648216800,5,5180.36,63.48,142.57,0.03,25.27,199.85,270.31,49.14,Amritsar
1648220400,5,5500.79,80.47,124.75,0.0,24.8,235.91,320.0,57.76,Amritsar
1648224000,5,5233.76,68.84,112.41,0.0,23.13,248.57,337.56,61.3,Amritsar
1648227600,5,4806.52,52.3,104.19,0.0,21.46,246.13,335.6,60.29,Amritsar
1648231200,5,4219.06,41.13,91.85,0.0,17.88,223.74,311.02,55.73,Amritsar
1648234800,5,3524.78,33.97,77.46,0.0,12.99,190.04,268.96,47.62,Amritsar
1648238400,5,2750.4,18.78,62.38,0.13,8.7,164.63,228.77,41.54,Amritsar
1648242000,5,2056.12,3.27,47.98,7.33,7.03,150.35,199.54,40.53,Amritsar
1648245600,5,1335.14,0.0,24.68,51.5,6.91,115.91,151.43,41.04,Amritsar
1648249200,5,1121.52,0.0,19.54,58.65,6.97,96.41,127.85,37.49,Amritsar
1648252800,5,1014.71,0.0,17.99,60.8,7.75,86.74,116.86,35.46,Amritsar
1648256400,5,1001.36,0.0,19.19,60.08,8.82,86.98,117.55,34.45,Amritsar
1648260000,5,1281.74,0.48,30.16,47.21,10.85,101.14,136.37,35.46,Amritsar
1648263600,5,1668.93,6.76,38.73,41.84,12.64,117.83,158.64,35.97,Amritsar
1648267200,5,1762.39,9.72,38.04,64.37,13.59,124.28,167.66,33.94,Amritsar
1648270800,5,1708.98,6.48,33.59,114.44,13.95,134.57,179.57,33.44,Amritsar
1648274400,5,1455.31,2.65,21.59,188.83,14.07,141.04,184.42,31.16,Amritsar
1648278000,5,867.84,1.03,10.02,214.58,19.55,91.15,122.53,21.53,Amritsar
1648281600,5,707.63,0.87,8.65,217.44,21.93,78.81,105.65,18.75,Amritsar
1648285200,5,634.19,0.82,8.48,217.44,22.41,72.63,96.51,18.24,Amritsar
1648288800,5,881.2,2.01,20.05,197.41,20.27,77.59,102.93,20.27,Amritsar
1648292400,5,1335.14,3.49,38.39,173.09,18.84,91.08,120.84,24.07,Amritsar
1648296000,5,1815.8,4.08,63.06,131.61,16.45,102.69,136.3,27.87,Amritsar
1648299600,5,2510.07,2.15,98.71,61.51,15.5,119.31,158.99,32.93,Amritsar
1648303200,5,3204.35,3.55,117.9,8.05,16.45,144.36,194.51,40.53,Amritsar
1648306800,5,3524.78,15.65,104.19,0.21,17.4,168.22,229.8,48.13,Amritsar
1648310400,5,3791.81,28.61,93.22,0.01,18.12,193.45,267.49,54.72,Amritsar
1648314000,5,4539.49,52.3,84.31,0.0,20.03,236.14,325.91,61.3,Amritsar
1648317600,5,5447.39,83.15,78.83,0.0,20.74,282.0,385.15,62.82,Amritsar
1648321200,5,6195.07,116.23,73.34,0.0,18.84,312.41,418.82,56.24,Amritsar
1648324800,5,5661.01,110.86,61.01,0.0,14.31,294.95,396.24,53.7,Amritsar
1648328400,5,4432.68,82.25,49.35,0.0,10.61,254.58,347.37,60.29,Amritsar
1648332000,5,3231.05,50.07,42.16,0.0,8.23,214.98,299.16,70.93,Amritsar
1648335600,5,2643.59,31.29,38.73,0.0,7.87,201.73,277.77,81.06,Amritsar
1648339200,5,2429.96,21.46,38.39,0.02,8.46,203.43,271.33,92.21,Amritsar
1648342800,5,2349.85,16.32,39.07,0.06,9.3,204.47,264.69,97.27,Amritsar
1648346400,5,3017.43,33.97,39.41,0.51,12.28,235.48,299.52,85.12,Amritsar
1648350000,5,4699.71,84.94,46.61,3.4,16.45,298.75,374.67,70.93,Amritsar
1648353600,5,4592.9,57.22,85.68,24.68,18.36,275.12,338.82,56.74,Amritsar
1648357200,5,5661.01,31.74,134.35,100.14,21.22,371.58,442.73,56.24,Amritsar
1648360800,5,6515.5,10.28,126.12,314.71,24.08,560.83,637.57,50.66,Amritsar
1648364400,5,2803.8,1.47,29.82,446.32,61.99,326.84,372.79,28.63,Amritsar
1648368000,5,2643.59,0.75,19.19,532.15,68.66,344.72,390.26,29.13,Amritsar
1648371600,5,2456.67,0.66,18.68,549.32,61.99,326.2,371.73,31.66,Amritsar
1648375200,5,2643.59,1.61,40.44,452.04,47.21,294.82,343.11,35.46,Amritsar
1648378800,5,3471.37,3.05,75.4,343.32,34.81,306.78,362.04,42.56,Amritsar
1648382400,5,4005.43,3.46,105.56,223.16,27.42,310.11,369.31,50.16,Amritsar
1648386000,5,3845.21,1.17,109.67,113.01,22.65,305.82,363.87,56.24,Amritsar
1648389600,5,3524.78,0.01,90.48,52.93,19.55,301.68,357.18,58.26,Amritsar
1648393200,5,3177.64,0.0,72.66,42.56,17.4,299.1,351.8,59.28,Amritsar
1648396800,5,2670.29,0.0,52.78,62.23,14.78,284.02,331.12,57.76,Amritsar
1648400400,5,2349.85,0.0,43.87,80.82,13.23,264.3,308.35,54.72,Amritsar
1648404000,5,2082.82,0.0,39.07,84.4,12.04,243.3,284.08,50.66,Amritsar
1648407600,5,1708.98,0.0,30.85,83.68,9.78,214.04,249.44,46.1,Amritsar
1648411200,5,1455.31,0.0,24.33,77.96,8.46,195.92,227.11,45.6,Amritsar
1648414800,5,1281.74,0.0,19.02,80.11,7.75,183.93,212.08,42.56,Amritsar
1648418400,5,1188.28,0.0,15.94,82.25,7.75,175.39,202.38,36.98,Amritsar
1648422000,5,1214.98,0.0,15.25,81.54,8.34,179.28,206.38,32.93,Amritsar
1648425600,5,1281.74,0.0,15.77,80.82,8.94,184.94,212.16,29.89,Amritsar
1648429200,5,1388.55,0.0,17.99,78.68,9.18,186.92,215.19,27.61,Amritsar
1648432800,5,1682.28,0.27,29.13,65.09,10.85,195.43,228.25,32.42,Amritsar
1648436400,5,2029.42,4.3,40.44,60.08,13.23,203.12,240.84,36.98,Amritsar
1648440000,5,2029.42,6.37,38.73,90.12,15.14,196.66,236.49,36.98,Amritsar
1648443600,5,1815.8,4.08,30.16,150.2,16.69,191.06,231.59,35.46,Amritsar
1648447200,5,1548.77,1.98,20.39,220.3,18.6,187.58,227.65,32.93,Amritsar
1648450800,5,907.9,1.09,11.82,234.6,30.99,125.08,166.73,19.25,Amritsar
1648454400,5,767.71,0.95,10.62,243.19,32.9,117.03,160.17,16.09,Amritsar
1648458000,5,734.33,0.87,10.54,248.91,31.47,118.98,162.24,15.96,Amritsar
1648461600,5,2109.53,6.59,60.32,188.83,29.09,164.78,219.92,32.17,Amritsar
1648465200,5,4058.84,12.96,117.9,138.76,28.61,238.49,307.14,49.65,Amritsar
1648468800,5,5821.23,20.34,171.36,71.53,29.09,295.99,376.74,60.29,Amritsar
1648472400,5,6835.94,44.26,180.96,10.01,29.33,331.6,421.2,70.93,Amritsar
1648476000,5,6835.94,74.21,137.09,0.03,29.09,353.42,448.14,82.08,Amritsar
1648479600,5,6088.26,70.63,106.93,0.0,28.13,364.44,461.03,91.2,Amritsar
1648483200,5,4859.92,41.13,91.85,0.0,25.75,342.27,435.13,99.3,Amritsar
1648486800,5,4699.71,39.79,79.51,0.0,24.8,350.71,447.76,102.34,Amritsar
1648490400,5,5126.95,55.43,74.03,0.0,22.41,382.55,486.58,93.22,Amritsar
1648494000,5,5233.76,67.06,69.23,0.0,16.45,393.07,496.15,71.94,Amritsar
1648497600,5,4219.06,51.86,54.15,0.0,9.89,344.57,433.2,55.22,Amritsar
1648501200,5,2964.02,22.8,42.84,0.07,6.44,280.65,353.44,33.94,Amritsar
1648504800,5,2056.12,2.12,34.62,5.99,6.68,230.92,287.41,19.76,Amritsar
1648508400,5,1789.09,0.03,26.05,23.6,7.09,218.18,268.6,18.75,Amritsar
1648512000,5,1655.58,0.0,22.62,38.62,7.39,204.75,254.01,21.03,Amritsar
1648515600,5,1615.52,0.0,25.02,44.7,8.11,191.39,243.44,24.57,Amritsar
1648519200,5,2002.72,1.3,43.18,25.39,10.73,199.86,262.15,30.4,Amritsar
1648522800,5,2723.69,17.43,57.58,20.03,14.66,222.59,298.17,35.97,Amritsar
1648526400,5,3017.43,21.68,66.49,45.78,19.07,228.8,309.05,40.02,Amritsar
1648530000,5,3097.53,12.07,65.8,117.3,21.93,262.67,345.26,45.6,Amritsar
1648533600,5,3044.13,4.47,51.41,268.94,23.84,331.26,414.32,47.62,Amritsar
1648537200,5,1401.9,1.36,19.36,308.99,38.62,187.8,258.6,24.07,Amritsar
1648540800,5,1214.98,1.06,16.62,337.6,44.35,183.21,253.45,23.56,Amritsar
1648544400,5,1148.22,0.96,16.96,357.63,50.07,179.58,251.92,23.56,Amritsar
1648548000,5,1428.6,1.24,27.08,383.38,59.6,200.36,277.01,25.84,Amritsar
1648551600,5,1949.31,1.51,45.24,394.82,63.9,229.92,312.39,30.4,Amritsar
1648555200,5,2429.96,1.26,67.17,357.63,63.9,245.52,332.88,35.46,Amritsar
1648558800,5,4165.65,0.75,146.69,177.38,56.27,301.12,405.71,63.33,Amritsar
1648562400,5,5928.04,1.1,200.15,28.61,49.59,385.17,511.18,108.42,Amritsar
1648566000,5,6408.69,11.96,180.96,0.5,48.16,429.63,566.82,154.02,Amritsar
1648569600,5,5447.39,6.2,143.95,2.35,44.35,402.7,536.18,186.44,Amritsar
1648573200,5,4592.9,3.69,117.9,3.67,36.72,368.02,500.56,182.39,Amritsar
1648576800,5,4165.65,8.72,101.45,0.95,27.66,345.63,478.16,166.18,Amritsar
1648580400,5,3578.19,10.28,93.22,0.47,19.31,309.86,434.01,143.89,Amritsar
1648584000,5,2857.21,5.87,83.63,1.29,17.17,275.1,391.33,135.78,Amritsar
1648587600,5,2563.48,2.4,77.46,3.26,18.6,263.66,377.09,135.78,Amritsar
1648591200,5,2616.88,1.76,73.34,3.76,17.88,272.58,384.61,109.43,Amritsar
1648594800,5,2830.51,4.3,65.12,1.07,13.95,292.38,403.0,69.92,Amritsar
1648598400,5,3044.13,10.62,52.78,0.11,10.73,312.63,419.51,47.12,Amritsar
1648602000,5,3231.05,21.01,40.44,0.01,9.54,331.8,434.93,36.98,Amritsar
1648605600,5,4272.46,54.09,33.24,0.3,12.99,388.57,498.66,45.6,Amritsar
1648609200,5,5981.45,101.92,41.81,2.62,18.6,467.72,586.18,58.77,Amritsar
1648612800,5,4379.27,31.74,80.88,41.48,22.41,395.03,492.08,48.13,Amritsar
1648616400,5,4058.84,11.51,81.57,147.34,25.03,409.06,503.32,48.64,Amritsar
1648620000,5,4058.84,4.47,64.43,326.16,27.42,479.41,575.08,48.64,Amritsar
1648623600,5,1548.77,1.36,20.39,323.3,40.53,210.37,288.88,24.07,Amritsar
1648627200,5,1094.82,0.96,13.88,308.99,34.81,162.3,238.85,21.53,Amritsar
1648630800,5,807.76,0.82,10.71,260.35,24.32,128.16,204.02,19.76,Amritsar
1648634400,5,1028.06,1.93,21.93,214.58,17.88,120.26,196.93,23.56,Amritsar
1648638000,5,1401.9,2.6,34.27,188.83,16.21,135.07,212.44,31.92,Amritsar
1648641600,5,1548.77,2.01,43.53,153.06,15.26,141.84,218.28,34.96,Amritsar
1648645200,5,1522.06,0.44,47.3,120.16,13.95,146.03,222.7,36.98,Amritsar
1648648800,5,1548.77,0.0,45.24,100.14,13.71,156.99,236.68,40.53,Amritsar
1648652400,5,1628.88,0.0,43.18,94.41,15.97,170.53,250.91,44.58,Amritsar
1648656000,5,1708.98,0.0,41.13,95.84,21.22,186.94,264.27,48.64,Amritsar
1648659600,5,2002.72,0.0,46.61,88.69,25.27,215.96,292.34,51.68,Amritsar
1648663200,5,2243.04,0.0,50.72,73.67,24.08,242.8,318.0,52.69,Amritsar
1648666800,5,2510.07,0.01,61.01,43.27,18.36,258.99,329.52,51.68,Amritsar
1648670400,5,2510.07,0.07,57.58,21.46,12.76,268.04,335.75,53.2,Amritsar
1648674000,5,2296.45,0.13,45.93,15.91,9.54,270.07,341.95,56.24,Amritsar
1648677600,5,2056.12,0.09,38.39,17.7,8.23,264.94,344.74,61.81,Amritsar
1648681200,5,1976.01,0.09,36.33,17.7,7.45,261.36,344.43,63.84,Amritsar
1648684800,5,1949.31,0.28,37.01,13.23,6.74,259.44,340.64,54.72,Amritsar
1648688400,5,1815.8,0.36,34.27,13.41,7.09,239.93,314.6,45.6,Amritsar
1648692000,5,2243.04,10.73,39.41,2.57,9.3,242.19,321.05,50.16,Amritsar
1648695600,5,2803.8,33.53,39.76,6.97,11.68,250.36,339.93,53.7,Amritsar
1648699200,5,2670.29,25.48,47.98,28.97,12.28,237.3,330.62,51.68,Amritsar
1648702800,5,2429.96,11.4,52.09,98.71,12.64,248.66,348.05,49.65,Amritsar
1648706400,5,2162.93,3.86,38.04,226.02,12.64,280.49,383.16,45.6,Amritsar
1648710000,5,827.79,0.92,10.45,243.19,21.22,121.83,183.79,18.75,Amritsar
1648713600,5,674.25,0.74,8.4,246.05,21.46,107.15,163.74,14.95,Amritsar
1648717200,5,614.17,0.68,8.05,243.19,21.22,101.39,157.04,14.57,Amritsar
1648720800,5,988.01,2.18,23.99,211.72,17.64,112.33,172.18,20.27,Amritsar
1648724400,5,1522.06,3.86,45.93,171.66,16.69,131.62,198.01,27.11,Amritsar
1648728000,5,2002.72,4.47,73.34,120.16,17.88,145.87,216.9,32.42,Amritsar
1648731600,5,2696.99,3.49,111.04,45.42,19.79,166.52,243.59,39.52,Amritsar
1648735200,5,3578.19,15.42,124.75,1.1,23.37,201.81,289.57,48.64,Amritsar
1648738800,5,4112.24,33.08,111.04,0.0,25.99,232.96,331.64,57.25,Amritsar
1648742400,5,4165.65,37.55,98.71,0.0,25.99,249.69,353.92,62.82,Amritsar
1648746000,5,3952.03,34.42,84.31,0.0,23.84,251.11,356.26,64.85,Amritsar
1648749600,5,3471.37,29.06,69.92,0.01,19.55,226.57,326.11,62.82,Amritsar
1648753200,5,2777.1,21.9,59.63,0.04,14.19,182.02,264.08,53.7,Amritsar
1648756800,5,2216.34,9.05,55.52,1.18,11.21,144.37,206.03,45.6,Amritsar
1648760400,5,1668.93,0.42,43.18,20.03,9.54,109.16,151.59,42.05,Amritsar
1648764000,5,1161.58,0.0,24.33,57.22,8.11,77.63,105.33,40.53,Amritsar
1648767600,5,1068.12,0.0,21.25,61.51,7.75,74.26,99.34,41.54,Amritsar
1648771200,5,1121.52,0.0,23.31,55.07,7.87,80.23,106.59,43.57,Amritsar
1648774800,5,1228.33,0.0,28.79,44.7,8.34,87.65,115.3,44.08,Amritsar
1648778400,5,1735.69,2.57,49.35,23.96,11.09,104.39,136.81,45.6,Amritsar
1648782000,5,2483.37,21.01,63.06,25.03,14.78,124.44,162.27,45.6,Amritsar
1648785600,5,2750.4,22.8,74.03,56.51,16.69,135.44,175.18,43.57,Amritsar
1648789200,5,2696.99,12.18,71.97,140.19,17.17,153.67,197.42,40.02,Amritsar
1648792800,5,2216.34,3.69,42.5,274.66,15.74,162.08,203.51,35.97,Amritsar
1648796400,5,921.25,1.08,12.85,266.08,25.27,72.88,94.0,20.77,Amritsar
1648800000,5,714.3,0.91,10.8,263.21,26.7,61.44,79.17,16.47,Amritsar
1648803600,5,620.84,0.86,10.28,254.63,24.08,53.54,69.6,14.44,Amritsar
1648807200,5,1148.22,3.44,35.64,214.58,19.55,60.3,80.48,17.99,Amritsar
1648810800,5,2109.53,6.87,76.77,181.67,20.27,81.35,110.26,24.07,Amritsar
1648814400,5,3257.75,10.06,130.24,131.61,22.65,104.26,141.38,29.13,Amritsar
1648818000,5,4753.11,20.79,189.19,35.05,25.03,135.9,184.59,36.48,Amritsar
1648821600,5,6301.88,70.63,189.19,0.12,30.52,185.42,249.08,45.6,Amritsar
1648825200,5,7583.62,114.44,178.22,0.0,38.15,244.22,318.64,53.7,Amritsar
1648828800,5,9078.98,150.2,180.96,0.0,46.25,314.17,393.77,61.3,Amritsar
1648832400,5,11856.08,212.79,191.93,0.0,55.31,431.65,522.25,74.98,Amritsar
